id;accountid;btag;catid;einstand;ertrag;haltedauer;kurs;menge;paketid;wpid;zinszahl
18114;25;1997-12-31;2001;818000;0;;8180;100000000;;1256;
18116;25;1997-12-31;2001;54078;0;;14510;3727000;;164;
18117;25;1997-12-31;2001;228461;0;;8375;27279000;;142;
18118;25;1997-12-31;2001;165657;0;;8375;19780000;;142;
18119;25;1997-12-31;2001;206006;0;;8463;24342000;;1257;
18120;25;1997-12-31;2001;15987;0;;8375;1909000;;142;
18122;25;1998-01-15;2001;25999;0;;8519;3052000;;1257;
18123;25;1998-01-15;2001;26000;0;;14574;1784000;;164;
18124;25;1998-02-16;2001;27999;0;;7941;3526000;;1257;
18125;25;1998-02-16;2001;27999;0;;15642;1790000;;164;
18126;25;1998-02-16;2103;;0;;15446;56000;;164;
18127;25;1998-02-16;2103;;0;;7926;2160000;;1257;
18128;25;1998-02-16;2103;;0;;8084;2332000;;142;
18129;25;1998-03-16;2001;23399;0;;8139;2875000;;142;
18130;25;1998-03-16;2001;27999;0;;8016;3493000;;1257;
18131;25;1998-03-16;2001;27999;0;;16898;1657000;;164;
18132;25;1998-04-15;2001;28000;0;;8030;3487000;;1257;
18133;25;1998-04-15;2001;28000;0;;18301;1530000;;164;
18134;25;1998-05-15;2001;27999;0;;7977;3510000;;1257;
18135;25;1998-05-15;2001;28000;0;;17903;1564000;;164;
18137;25;1998-06-15;2001;23399;0;;8216;2848000;;142;
18138;25;1998-06-15;2001;27998;0;;8048;3479000;;1257;
18139;25;1998-06-15;2001;27999;0;;17643;1587000;;164;
18143;25;1998-07-02;2001;311000;0;;7775;40000000;;1256;
18144;25;1998-07-02;2001;931000;0;;9310;100000000;;1256;
18145;25;1998-07-15;2001;27999;0;;8076;3467000;;1257;
18146;25;1998-07-15;2001;27999;0;;19635;1426000;;164;
18147;25;1998-08-14;2001;400006;0;;17528;22821000;;164;
18148;25;1998-08-17;2001;27999;0;;8104;3455000;;1257;
18149;25;1998-08-17;2001;28000;0;;17435;1606000;;164;
18150;25;1998-09-15;2001;27999;0;;8175;3425000;;1257;
18151;25;1998-09-15;2001;28000;0;;15669;1787000;;164;
18152;25;1998-09-15;2001;23399;0;;8417;2780000;;142;
18153;25;1998-10-15;2001;28000;0;;14614;1916000;;164;
18154;25;1998-10-15;2001;27999;0;;8156;3433000;;1257;
18155;25;1998-11-16;2001;27999;0;;15882;1763000;;164;
18156;25;1998-11-16;2001;28000;0;;8209;3411000;;1257;
18157;25;1998-11-24;2001;81000;0;;81;1000000000;;1259;
18160;25;1998-11-24;2001;69500;0;;139;500000000;;1260;
18165;25;1998-11-30;2050;-81000;0;6;105;-1000000000;;1259;
18166;25;1998-11-30;2200;-81000;0;;105;-1000000000;18157;1259;14
18168;25;1998-12-01;2001;329400;0;;549;600000000;;134;
18171;25;1998-12-04;2050;-329400;0;3;583;-600000000;;134;
18172;25;1998-12-04;2200;-329400;0;;583;-600000000;18168;134;6
18174;25;1998-12-11;2001;319200;0;;532;600000000;;1262;
18177;25;1998-12-16;2001;27999;0;;16055;1744000;;164;
18178;25;1998-12-16;2001;28001;0;;8309;3370000;;1257;
18179;25;1998-12-16;2001;23401;0;;8550;2737000;;142;
18181;25;1998-12-16;2050;-319200;0;5;485;-600000000;;1262;
18182;25;1998-12-16;2201;-319200;0;;485;-600000000;18174;1262;-14
18183;25;1998-12-16;2001;328800;0;;548;600000000;;134;
18187;25;1998-12-23;2050;-69500;0;29;104;-500000000;;1260;
18188;25;1998-12-23;2201;-69500;0;;104;-500000000;18160;1260;-50
18189;25;1998-12-23;2050;-328800;0;7;661;-600000000;;134;
18190;25;1998-12-23;2200;-328800;0;;661;-600000000;18183;134;47
18193;25;1998-12-31;2050;-503703;0;253;8356;-62540000;;142;
18194;25;1998-12-31;2201;-228461;0;;8356;-27279000;18117;142;-18
18195;25;1998-12-31;2201;-165657;0;;8356;-19780000;18118;142;-13
18196;25;1998-12-31;2201;-15987;0;;8356;-1909000;18120;142;-1
18197;25;1998-12-31;2200;;0;;8356;-2332000;18128;142;20
18198;25;1998-12-31;2200;-23399;0;;8356;-2875000;18129;142;18
18199;25;1998-12-31;2200;-23399;0;;8356;-2848000;18137;142;7
18200;25;1998-12-31;2201;-23399;0;;8356;-2780000;18152;142;-1
18201;25;1998-12-31;2201;-23401;0;;8356;-2737000;18179;142;0
18202;25;1998-12-31;2050;-788078;0;201;16873;-46758000;;164;
18203;25;1998-12-31;2200;-54078;0;;16873;-3727000;18116;164;321
18204;25;1998-12-31;2200;-26000;0;;16873;-1784000;18123;164;143
18205;25;1998-12-31;2200;-27999;0;;16873;-1790000;18125;164;70
18206;25;1998-12-31;2200;;0;;16873;-56000;18126;164;2
18207;25;1998-12-31;2201;-27999;0;;16873;-1657000;18131;164;-1
18208;25;1998-12-31;2201;-28000;0;;16873;-1530000;18133;164;-56
18209;25;1998-12-31;2201;-28000;0;;16873;-1564000;18135;164;-37
18210;25;1998-12-31;2201;-27999;0;;16873;-1587000;18139;164;-24
18211;25;1998-12-31;2201;-27999;0;;16873;-1426000;18146;164;-66
18212;25;1998-12-31;2201;-400006;0;;16873;-22821000;18147;164;-207
18213;25;1998-12-31;2201;-28000;0;;16873;-1606000;18149;164;-12
18214;25;1998-12-31;2200;-28000;0;;16873;-1787000;18151;164;23
18215;25;1998-12-31;2200;-28000;0;;16873;-1916000;18153;164;33
18216;25;1998-12-31;2200;-27999;0;;16873;-1763000;18155;164;7
18217;25;1998-12-31;2200;-27999;0;;16873;-1744000;18177;164;2
18218;25;1998-12-31;2050;-539997;0;205;8240;-67610000;;1257;
18219;25;1998-12-31;2201;-206006;0;;8240;-24342000;18119;1257;-198
18220;25;1998-12-31;2201;-25999;0;;8240;-3052000;18122;1257;-29
18221;25;1998-12-31;2200;-27999;0;;8240;-3526000;18124;1257;33
18222;25;1998-12-31;2200;;0;;8240;-2160000;18127;1257;21
18223;25;1998-12-31;2200;-27999;0;;8240;-3493000;18130;1257;22
18224;25;1998-12-31;2200;-28000;0;;8240;-3487000;18132;1257;19
18225;25;1998-12-31;2200;-27999;0;;8240;-3510000;18134;1257;21
18226;25;1998-12-31;2200;-27998;0;;8240;-3479000;18138;1257;13
18227;25;1998-12-31;2200;-27999;0;;8240;-3467000;18145;1257;9
18228;25;1998-12-31;2200;-27999;0;;8240;-3455000;18148;1257;6
18229;25;1998-12-31;2200;-27999;0;;8240;-3425000;18150;1257;2
18230;25;1998-12-31;2200;-27999;0;;8240;-3433000;18154;1257;2
18231;25;1998-12-31;2200;-28000;0;;8240;-3411000;18156;1257;0
18232;25;1998-12-31;2201;-28001;0;;8240;-3370000;18178;1257;0
18233;25;1998-12-31;2050;-2060000;0;243;8583;-240000000;;1256;
18234;25;1998-12-31;2200;-818000;0;;8583;-100000000;18114;1256;1470
18235;25;1998-12-31;2200;-311000;0;;8583;-40000000;18143;1256;588
18236;25;1998-12-31;2201;-931000;0;;8583;-100000000;18144;1256;-1323
18237;25;1998-12-31;2001;267170;0;;4272;62540000;;142;
18238;25;1998-12-31;2001;403381;0;;8627;46758000;;164;
18239;25;1998-12-31;2001;284840;0;;4213;67610000;;1257;
18240;25;1998-12-31;2001;1053360;0;;4389;240000000;;1256;
18241;25;1999-01-08;2001;132600;0;;442;300000000;;134;
18244;25;1999-01-12;2001;125000;0;;250;500000000;;1263;
18247;25;1999-01-15;2050;-125000;0;3;292;-500000000;;1263;
18248;25;1999-01-15;2200;-125000;0;;292;-500000000;18244;1263;6
18250;25;1999-01-15;2001;40000;0;;40;1000000000;;1259;
18253;25;1999-01-19;2001;15000;0;;4281;3504000;;1257;
18254;25;1999-01-22;2001;14999;0;;9398;1596000;;164;
18255;25;1999-01-22;2001;89200;0;;223;400000000;;1262;
18257;25;1999-01-22;2001;35000;0;;35;1000000000;;1259;
18261;25;1999-01-29;2050;-89200;0;7;194;-400000000;;1262;
18262;25;1999-01-29;2201;-89200;0;;194;-400000000;18255;1262;-8
18264;25;1999-02-10;2050;-438900;0;41;3070;-100000000;;1256;
18265;25;1999-02-10;2201;-438900;0;;3070;-100000000;18240;1256;-540
18267;25;1999-02-11;2001;39000;0;;26;1500000000;;1259;
18270;25;1999-02-11;2001;90300;0;;301;300000000;;134;
18273;25;1999-02-11;2050;-132600;0;34;272;-300000000;;134;
18274;25;1999-02-11;2201;-132600;0;;272;-300000000;18241;134;-173
18275;25;1999-02-12;2001;331000;0;;3310;100000000;;1256;
18278;25;1999-02-15;2050;-90300;0;4;269;-300000000;;134;
18279;25;1999-02-15;2201;-90300;0;;269;-300000000;18270;134;-3
18280;25;1999-02-15;2050;-114000;0;19;27;-3500000000;;1259;
18281;25;1999-02-15;2201;-40000;0;;27;-1000000000;18250;1259;-40
18282;25;1999-02-15;2201;-35000;0;;27;-1000000000;18257;1259;-19
18283;25;1999-02-15;2200;-39000;0;;27;-1500000000;18267;1259;0
18285;25;1999-02-15;2103;;0;;4103;3368000;;1257;
18286;25;1999-02-15;2103;;0;;4200;2893000;;142;
18287;25;1999-02-15;2103;;0;;8750;590000;;164;
18288;25;1999-02-16;2001;15000;0;;8824;1700000;;164;
18289;25;1999-02-16;2001;15000;0;;4112;3648000;;1257;
18290;25;1999-03-15;2001;14999;0;;9259;1620000;;164;
18291;25;1999-03-15;2001;14999;0;;4131;3631000;;1257;
18292;25;1999-03-15;2001;11963;0;;4157;2878000;;142;
18293;25;1999-03-20;2050;-131670;0;79;3740;-30000000;;1256;
18294;25;1999-03-20;2201;-131670;0;;3740;-30000000;18240;1256;-153
18295;25;1999-03-20;2050;-438900;0;79;3720;-100000000;;1256;
18296;25;1999-03-20;2201;-438900;0;;3720;-100000000;18240;1256;-528
18298;25;1999-04-15;2001;15000;0;;9482;1582000;;164;
18299;25;1999-04-15;2001;15001;0;;4159;3607000;;1257;
18300;25;1999-05-17;2001;14999;0;;9202;1630000;;164;
18301;25;1999-05-17;2001;15000;0;;4175;3593000;;1257;
18304;25;1999-06-17;2001;15001;0;;4174;3594000;;1257;
18305;25;1999-06-17;2001;11965;0;;4237;2824000;;142;
18306;25;1999-06-17;2001;14999;0;;9554;1570000;;164;
18307;25;1999-06-23;2001;152920;0;;3823;40000000;;1256;
18308;25;1999-06-23;2001;0;0;;0;20000000;;1258;
18309;25;1999-06-30;2050;-138856;0;181;4213;-32503999;;142;
18310;25;1999-06-30;2201;-138856;0;;4213;-32503999;18237;142;-34
18311;25;1999-07-15;2001;15000;0;;9921;1512000;;164;
18312;25;1999-07-15;2001;15001;0;;4167;3600000;;1257;
18313;25;1999-07-26;2050;-260231;0;207;4138;-61769000;;1257;
18314;25;1999-07-26;2201;-260231;0;;4138;-61769000;18239;1257;-95
18315;25;1999-08-15;2001;15000;0;;9494;1580000;;164;
18316;25;1999-08-15;2001;14998;0;;4141;3622000;;1257;
18317;25;1999-09-15;2001;15000;0;;9766;1536000;;164;
18318;25;1999-09-15;2001;15001;0;;4167;3600000;;1257;
18319;25;1999-09-17;2001;11964;0;;4273;2800000;;142;
18320;25;1999-10-13;2050;-490921;0;211;9685;-56789000;;164;
18321;25;1999-10-13;2200;-403381;0;;9685;-46758000;18238;164;1414
18322;25;1999-10-13;2200;-14999;0;;9685;-1596000;18254;164;12
18323;25;1999-10-13;2200;;0;;9685;-590000;18287;164;13
18324;25;1999-10-13;2200;-15000;0;;9685;-1700000;18288;164;34
18325;25;1999-10-13;2200;-14999;0;;9685;-1620000;18290;164;14
18326;25;1999-10-13;2200;-15000;0;;9685;-1582000;18298;164;5
18327;25;1999-10-13;2200;-14999;0;;9685;-1630000;18300;164;11
18328;25;1999-10-13;2200;-12543;0;;9685;-1313000;18306;164;2
18329;25;1999-10-15;2001;14999;0;;9410;1594000;;164;
18330;25;1999-10-15;2001;15001;0;;4135;3628000;;1257;
18331;25;1999-11-15;2001;14999;0;;10885;1378000;;164;
18332;25;1999-11-15;2001;14998;0;;4193;3577000;;1257;
18333;25;1999-12-15;2001;14999;0;;12087;1241000;;164;
18334;25;1999-12-15;2001;14998;0;;4212;3561000;;1257;
18335;25;1999-12-15;2001;11963;0;;4235;2825000;;142;
18336;25;2000-01-17;2001;24999;0;;12893;1939000;;164;
18337;25;2000-01-17;2001;15001;0;;4221;3554000;;1257;
18338;25;2000-02-15;2001;25000;0;;14006;1785000;;164;
18339;25;2000-02-15;2001;15001;0;;4233;3544000;;1257;
18340;25;2000-03-07;2103;;0;;16072;69000;;164;
18341;25;2000-03-07;2103;;0;;4058;2783000;;1257;
18342;25;2000-03-07;2103;;0;;4063;1853000;;142;
18343;25;2000-03-15;2001;11965;0;;4074;2937000;;142;
18344;25;2000-03-15;2001;35000;0;;14286;2450000;;164;
18345;25;2000-03-15;2001;25001;0;;4060;6158000;;1257;
18346;25;2000-04-05;2001;180450;0;;3900;46000000;;1264;
18348;25;2000-04-10;2050;-180450;0;5;4000;-46000000;;1264;
18350;25;2000-04-10;2200;-180450;0;;4000;-46000000;18346;1264;2
18351;25;2000-04-17;2001;25000;0;;4093;6108000;;1257;
18352;25;2000-04-17;2001;35000;0;;12536;2792000;;164;
18353;25;2000-05-15;2001;34999;0;;13550;2583000;;164;
18354;25;2000-05-15;2001;24997;0;;4098;6100000;;1257;
18356;25;2000-06-15;2001;34999;0;;13763;2543000;;164;
18357;25;2000-06-15;2001;11964;0;;4096;2921000;;142;
18358;25;2000-06-15;2001;24998;0;;4074;6136000;;1257;
18359;25;2000-07-17;2001;35000;0;;13939;2511000;;164;
18360;25;2000-07-17;2001;25002;0;;4088;6116000;;1257;
18361;25;2000-08-03;2001;149996;0;;13067;11479000;;164;
18363;25;2000-08-17;2001;34999;0;;13550;2583000;;164;
18364;25;2000-08-18;2001;24998;0;;4115;6075000;;1257;
18365;25;2000-08-21;2050;-384604;0;313;4108;-98948000;;1257;
18366;25;2000-08-21;2201;-24608;0;;4108;-5841000;18239;1257;-36
18367;25;2000-08-21;2201;-15000;0;;4108;-3504000;18253;1257;-35
18368;25;2000-08-21;2200;;0;;4108;-3368000;18285;1257;0
18369;25;2000-08-21;2201;-15000;0;;4108;-3648000;18289;1257;0
18370;25;2000-08-21;2201;-14999;0;;4108;-3631000;18291;1257;-4
18371;25;2000-08-21;2201;-15001;0;;4108;-3607000;18299;1257;-9
18372;25;2000-08-21;2201;-15000;0;;4108;-3593000;18301;1257;-11
18373;25;2000-08-21;2201;-15001;0;;4108;-3594000;18304;1257;-10
18374;25;2000-08-21;2201;-15001;0;;4108;-3600000;18312;1257;-8
18375;25;2000-08-21;2201;-14998;0;;4108;-3622000;18316;1257;-4
18376;25;2000-08-21;2201;-15001;0;;4108;-3600000;18318;1257;-7
18377;25;2000-08-21;2201;-15001;0;;4108;-3628000;18330;1257;-3
18378;25;2000-08-21;2201;-14998;0;;4108;-3577000;18332;1257;-8
18379;25;2000-08-21;2201;-14998;0;;4108;-3561000;18334;1257;-9
18380;25;2000-08-21;2201;-15001;0;;4108;-3554000;18337;1257;-8
18381;25;2000-08-21;2201;-15001;0;;4108;-3544000;18339;1257;-8
18382;25;2000-08-21;2200;;0;;4108;-2783000;18341;1257;2
18383;25;2000-08-21;2200;-25001;0;;4108;-6158000;18345;1257;4
18384;25;2000-08-21;2200;-25000;0;;4108;-6108000;18351;1257;1
18385;25;2000-08-21;2200;-24997;0;;4108;-6100000;18354;1257;0
18386;25;2000-08-21;2200;-24998;0;;4108;-6136000;18358;1257;1
18387;25;2000-08-21;2200;-25002;0;;4108;-6116000;18360;1257;0
18388;25;2000-08-21;2201;-24998;0;;4108;-6075000;18364;1257;0
18389;25;2000-08-21;2001;400040;0;;4583;87288000;;143;
18391;25;2000-08-22;2050;-341;0;600;4100;-80000;;142;
18392;25;2000-08-22;2201;-341;0;;4100;-80000;18237;142;0
18393;25;2000-08-23;2050;0;0;427;1742;-20000000;;1258;
18395;25;2000-08-23;2200;0;0;;1742;-20000000;18308;1258;1487
18396;25;2000-08-23;2001;399991;0;;7964;50225000;;165;
18398;25;2000-09-18;2001;11964;0;;4130;2897000;;142;
18399;25;2000-09-18;2001;30000;0;;8217;3651000;;165;
18400;25;2000-09-18;2001;15000;0;;34884;430000;;1265;
18401;25;2000-09-18;2001;34999;0;;13613;2571000;;164;
18402;25;2000-10-13;2001;86790;0;;2893;30000000;;1256;
18403;25;2000-10-16;2001;34998;0;;12522;2795000;;164;
18404;25;2000-10-16;2001;14999;0;;31120;482000;;1265;
18405;25;2000-10-16;2001;29998;0;;7442;4030999;;165;
18406;25;2000-11-15;2001;15000;0;;28463;527000;;1265;
18407;25;2000-11-15;2001;30000;0;;7303;4107999;;165;
18408;25;2000-11-15;2001;34999;0;;12576;2783000;;164;
18409;25;2000-11-30;2001;0;0;;0;30000000;;1266;
18410;25;2000-12-16;2001;11964;0;;4213;2840000;;142;
18411;25;2000-12-16;2001;30002;0;;6842;4385000;;165;
18412;25;2000-12-16;2001;34999;0;;11832;2958000;;164;
18413;25;2000-12-16;2001;15000;0;;24550;611000;;1265;
18414;25;2001-01-15;2001;149994;0;;6667;22498000;;165;
18415;25;2001-01-15;2001;30001;0;;6667;4500000;;165;
18416;25;2001-01-15;2001;15000;0;;22059;680000;;1265;
18417;25;2001-01-15;2001;34999;0;;11624;3011000;;164;
18418;25;2001-02-16;2001;34999;0;;11225;3118000;;164;
18419;25;2001-02-16;2001;14999;0;;20891;718000;;1265;
18420;25;2001-02-16;2001;29999;0;;6372;4708000;;165;
18421;25;2001-02-23;2001;46645;0;;89;500000000;;134;
18424;25;2001-03-01;2103;;0;;10393;262000;;164;
18425;25;2001-03-05;2103;;0;;5776;85000;;165;
18426;25;2001-03-05;2103;;0;;17000;1000;;1265;
18427;25;2001-03-05;2103;;0;;4598;3986000;;143;
18428;25;2001-03-05;2103;;0;;4116;2029999;;142;
18429;25;2001-03-16;2001;34999;0;;10101;3465000;;164;
18430;25;2001-03-16;2001;14999;0;;16930;886000;;1265;
18431;25;2001-03-16;2001;11965;0;;4133;2895000;;142;
18432;25;2001-03-16;2001;30000;0;;5531;5424000;;165;
18433;25;2001-04-17;2001;29999;0;;5384;5572000;;165;
18434;25;2001-04-17;2001;35001;0;;10166;3443000;;164;
18435;25;2001-04-17;2001;15000;0;;16667;900000;;1265;
18436;25;2001-04-30;2050;-46645;0;66;30;-500000000;;134;
18438;25;2001-04-30;2201;-46645;0;;30;-500000000;18421;134;-194
18439;25;2001-05-15;2001;30001;0;;5764;5205000;;165;
18440;25;2001-05-15;2001;15000;0;;18182;825000;;1265;
18441;25;2001-05-15;2001;35000;0;;10571;3311000;;164;
18443;25;2001-05-28;2001;400002;0;;10849;36870000;;164;
18445;25;2001-05-28;2001;200020;0;;4583;43644000;;143;
18447;25;2001-05-28;2001;300014;0;;5935;50550000;;165;
18450;25;2001-05-31;2001;100003;0;;10615;9421000;;164;
18452;25;2001-06-15;2001;34999;0;;10186;3436000;;164;
18453;25;2001-06-15;2001;15000;0;;16667;900000;;1265;
18454;25;2001-06-15;2001;11963;0;;4170;2869000;;142;
18455;25;2001-06-15;2001;30002;0;;5448;5507000;;165;
18456;25;2001-07-16;2001;30001;0;;4772;6287000;;183;
18457;25;2001-07-16;2001;34999;0;;9722;3600000;;164;
18458;25;2001-07-16;2001;14999;0;;15806;949000;;1265;
18459;25;2001-07-16;2001;29997;0;;5099;5883000;;165;
18460;25;2001-07-16;2001;14999;0;;15806;949000;;1265;
18462;25;2001-07-23;2050;-614600;0;717;3200;-180000000;;1256;
18463;25;2001-07-23;2201;-43890;0;;3200;-10000000;18240;1256;-1111
18464;25;2001-07-23;2201;-331000;0;;3200;-100000000;18275;1256;-981
18465;25;2001-07-23;2201;-152920;0;;3200;-40000000;18307;1256;-1896
18466;25;2001-07-23;2200;-86790;0;;3200;-30000000;18402;1256;260
18467;25;2001-07-23;2001;614592;0;;34144;18000000;;20;
18469;25;2001-08-15;2001;34998;0;;9508;3681000;;164;
18470;25;2001-08-15;2001;29997;0;;4942;6070000;;165;
18471;25;2001-08-15;2001;29998;0;;4505;6659000;;183;
18472;25;2001-08-24;2050;0;0;267;705;-30000000;;1266;
18474;25;2001-08-24;2200;0;0;;705;-30000000;18409;1266;564
18475;25;2001-09-17;2001;30002;0;;3956;7584000;;183;
18476;25;2001-09-17;2001;34998;0;;7577;4619000;;164;
18477;25;2001-09-17;2001;11964;0;;4258;2810000;;142;
18478;25;2001-10-15;2001;34999;0;;8375;4179000;;164;
18479;25;2001-10-15;2001;30001;0;;4196;7150000;;183;
18480;25;2001-10-17;2001;30000;0;;4784;6271000;;143;
18482;25;2001-11-12;2001;185047;0;;1835;100000000;;168;
18485;25;2001-11-13;2001;53172;0;;17724;3000000;;20;
18486;25;2001-11-13;2001;70896;0;;17724;4000000;;20;
18487;25;2001-11-16;2001;30002;0;;4454;6736000;;183;
18488;25;2001-11-16;2001;34999;0;;9124;3836000;;164;
18489;25;2001-11-16;2001;30000;0;;4856;6178000;;143;
18491;25;2001-12-17;2001;30002;0;;4269;7028000;;183;
18492;25;2001-12-17;2001;34999;0;;8827;3965000;;164;
18493;25;2001-12-17;2001;29999;0;;4806;6242000;;143;
18495;25;2001-12-17;2001;11965;0;;4301;2782000;;142;
18496;25;2002-01-17;2001;34998;0;;8798;3978000;;164;
18497;25;2002-01-17;2001;29997;0;;4815;6230000;;143;
18499;25;2002-01-17;2001;30003;0;;4277;7015000;;183;
18500;25;2002-02-17;2001;30002;0;;4266;7033000;;183;
18501;25;2002-02-17;2001;34999;0;;8890;3937000;;164;
18502;25;2002-02-17;2001;30000;0;;4784;6271000;;143;
18504;25;2002-03-04;2103;;0;;8880;1810000;;164;
18505;25;2002-03-04;2103;;0;;4581;7251000;;143;
18506;25;2002-03-04;2103;;0;;4150;2566000;;142;
18507;25;2002-03-04;2103;;0;;4614;1221000;;165;
18508;25;2002-03-15;2001;29997;0;;4357;6885000;;183;
18509;25;2002-03-15;2001;35000;0;;8956;3908000;;164;
18510;25;2002-03-15;2001;29999;0;;4546;6599000;;143;
18511;25;2002-03-15;2001;11962;0;;4148;2884000;;142;
18512;25;2002-04-17;2001;29996;0;;4250;7058000;;183;
18513;25;2002-04-17;2001;34999;0;;8774;3989000;;164;
18514;25;2002-04-17;2001;29999;0;;4571;6563000;;143;
18516;25;2002-04-17;2001;8000;0;;4251;1882000;;1268;
18517;25;2002-04-24;2001;150008;0;;8776;17093000;;164;
18518;25;2002-04-27;2001;150009;0;;4166;36008000;;183;
18519;25;2002-05-15;2001;35000;0;;8642;4050000;;164;
18521;25;2002-05-15;2001;30000;0;;4569;6566000;;143;
18523;25;2002-05-15;2001;30003;0;;4170;7195000;;183;
18527;25;2002-06-17;2001;34998;0;;7520;4654000;;164;
18529;25;2002-06-17;2001;29998;0;;3721;8061999;;183;
18531;25;2002-06-17;2001;29998;0;;4648;6454000;;143;
18533;25;2002-06-19;2001;8000;0;;3721;2150000;;1268;
18534;25;2002-07-17;2001;35001;0;;6851;5109000;;164;
18536;25;2002-07-17;2001;30000;0;;4692;6394000;;143;
18538;25;2002-07-17;2001;29999;0;;3386;8860000;;183;
18540;25;2002-08-16;2001;7999;0;;3404;2350000;;1268;
18541;25;2002-08-16;2001;10000;0;;3405;2937000;;183;
18543;25;2002-08-16;2103;;0;;3166;6000;;1268;
18544;25;2002-08-16;2103;;0;;3397;191000;;183;
18545;25;2002-08-16;2001;15000;0;;6646;2257000;;164;
18547;25;2002-08-16;2001;29997;0;;4808;6239000;;143;
18549;25;2002-08-28;2050;-19248;0;737;4809;-4200000;;143;
18550;25;2002-08-28;2200;-19248;0;;4809;-4200000;18389;143;69
18551;25;2002-09-04;2001;491601;0;;9832;50000000;;139;
18556;25;2002-09-16;2001;10000;0;;4843;2065000;;143;
18558;25;2002-09-16;2001;10000;0;;3281;3048000;;183;
18560;25;2002-09-16;2001;14998;0;;6429;2333000;;164;
18562;25;2002-09-25;2050;-179995;0;574;6692;-8858000;;1265;
18563;25;2002-09-25;2201;-15000;0;;6692;-430000;18400;1265;-893
18564;25;2002-09-25;2201;-14999;0;;6692;-482000;18404;1265;-834
18565;25;2002-09-25;2201;-15000;0;;6692;-527000;18406;1265;-779
18566;25;2002-09-25;2201;-15000;0;;6692;-611000;18413;1265;-707
18567;25;2002-09-25;2201;-15000;0;;6692;-680000;18416;1265;-645
18568;25;2002-09-25;2201;-14999;0;;6692;-718000;18419;1265;-597
18569;25;2002-09-25;2201;;0;;6692;-1000;18426;1265;0
18570;25;2002-09-25;2201;-14999;0;;6692;-886000;18430;1265;-506
18571;25;2002-09-25;2201;-15000;0;;6692;-900000;18435;1265;-472
18572;25;2002-09-25;2201;-15000;0;;6692;-825000;18440;1265;-472
18573;25;2002-09-25;2201;-15000;0;;6692;-900000;18453;1265;-419
18574;25;2002-09-25;2201;-14999;0;;6692;-949000;18458;1265;-377
18575;25;2002-09-25;2201;-14999;0;;6692;-949000;18460;1265;-377
18576;25;2002-09-25;2001;448200;0;;8964;50000000;;139;
18578;25;2002-09-25;2001;98400;0;;984;100000000;;131;
18582;25;2002-10-15;2001;10000;0;;4843;2065000;;143;
18584;25;2002-10-15;2001;14999;0;;6183;2426000;;164;
18586;25;2002-10-15;2001;10000;0;;3125;3200000;;183;
18588;25;2002-10-17;2001;7999;0;;3132;2554000;;1268;
18591;25;2002-11-07;2050;-491601;0;64;9651;-50000000;;139;
18592;25;2002-11-07;2201;-491601;0;;9651;-50000000;18551;139;-57
18594;25;2002-11-18;2001;10001;0;;3220;3106000;;183;
18596;25;2002-11-18;2001;14998;0;;6369;2355000;;164;
18598;25;2002-11-18;2001;10000;0;;4871;2053000;;143;
18600;25;2002-12-11;2001;212500;0;;850;250000000;;169;
18603;25;2002-12-16;2001;10001;0;;3104;3222000;;183;
18605;25;2002-12-16;2001;14998;0;;6122;2450000;;164;
18607;25;2002-12-16;2001;9999;0;;4933;2027000;;143;
18609;25;2002-12-16;2001;7999;0;;3097;2583000;;1268;
18610;25;2002-12-19;2001;76503;0;;150;500000000;;134;
18614;25;2002-12-23;2050;-76503;0;4;176;-500000000;;134;
18616;25;2002-12-23;2200;-76503;0;;176;-500000000;18610;134;5
18617;25;2002-12-30;2001;40000;0;;8;5000000000;;119;
18620;25;2003-01-02;2050;-40000;0;3;10;-5000000000;;119;
18621;25;2003-01-02;2200;-40000;0;;10;-5000000000;18617;119;3
18623;25;2003-01-15;2001;14998;0;;6122;2450000;;164;
18625;25;2003-01-15;2001;10000;0;;4978;2009000;;143;
18627;25;2003-01-15;2001;9999;0;;3121;3204000;;183;
18629;25;2003-02-12;2001;83400;0;;278;300000000;;134;
18632;25;2003-02-14;2050;-83400;0;2;345;-300000000;;134;
18633;25;2003-02-14;2200;-83400;0;;345;-300000000;18629;134;4
18635;25;2003-02-17;2001;9999;0;;5068;1973000;;143;
18637;25;2003-02-17;2001;10000;0;;2858;3499000;;183;
18639;25;2003-02-17;2001;14999;0;;5547;2704000;;164;
18641;25;2003-02-17;2001;7999;0;;2858;2799000;;1268;
18642;25;2003-03-03;2103;;0;;2548;1852000;;165;
18643;25;2003-03-03;2103;;0;;5268;3010000;;164;
18644;25;2003-03-03;2103;;0;;4889;8556000;;143;
18645;25;2003-03-03;2103;;0;;4265;2958000;;142;
18646;25;2003-03-17;2001;10000;0;;4883;2048000;;143;
18648;25;2003-03-17;2001;15000;0;;5146;2915000;;164;
18650;25;2003-03-17;2001;9999;0;;2738;3652000;;183;
18652;25;2003-04-03;2001;55750;0;;223;250000000;;126;
18655;25;2003-04-04;2050;-55750;0;1;283;-250000000;;126;
18656;25;2003-04-04;2200;-55750;0;;283;-250000000;18652;126;1
18657;25;2003-04-04;2001;799977;0;;5334;149977000;;171;
18660;25;2003-04-10;2001;55900;0;;559;100000000;;127;
18666;25;2003-04-15;2001;15000;0;;5732;2617000;;164;
