id;accountid;btag;catid;einstand;ertrag;haltedauer;kurs;menge;paketid;wpid;zinszahl
19225;25;2006-10-25;2200;-10001;0;;4970;-3450000;18768;182;811
19226;25;2006-10-25;2200;-10001;0;;4970;-3403000;18790;182;762
19227;25;2006-10-25;2200;-10000;0;;4970;-3406000;18796;182;742
19228;25;2006-10-25;2200;-10000;0;;4970;-3328000;18857;182;683
19229;25;2006-10-25;2200;;0;;4970;-786000;18880;182;141
19230;25;2006-10-25;2200;;0;;4970;-515999;19171;182;6
19231;25;2006-10-25;2050;-620013;0;1496;4293;-158003999;;183;
19232;25;2006-10-25;2201;-30001;0;;4293;-6287000;18456;183;-580
19233;25;2006-10-25;2201;-29998;0;;4293;-6659000;18471;183;-267
19234;25;2006-10-25;2200;-30002;0;;4293;-7584000;18475;183;476
19235;25;2006-10-25;2200;-30001;0;;4293;-7150000;18479;183;127
19236;25;2006-10-25;2201;-30002;0;;4293;-6736000;18487;183;-195
19237;25;2006-10-25;2200;-30002;0;;4293;-7028000;18491;183;29
19238;25;2006-10-25;2200;-30003;0;;4293;-7015000;18499;183;19
19239;25;2006-10-25;2200;-30002;0;;4293;-7033000;18500;183;32
19240;25;2006-10-25;2201;-29997;0;;4293;-6885000;18508;183;-74
19241;25;2006-10-25;2200;-29996;0;;4293;-7058000;18512;183;50
19242;25;2006-10-25;2200;-150009;0;;4293;-36008000;18518;183;750
19243;25;2006-10-25;2200;-30003;0;;4293;-7195000;18523;183;143
19244;25;2006-10-25;2200;-29998;0;;4293;-8061999;18529;183;733
19245;25;2006-10-25;2200;-29999;0;;4293;-8860000;18538;183;1254
19246;25;2006-10-25;2200;-10000;0;;4293;-2937000;18541;183;399
19247;25;2006-10-25;2200;;0;;4293;-191000;18544;183;26
19248;25;2006-10-25;2200;-10000;0;;4293;-3048000;18558;183;462
19249;25;2006-10-25;2200;-10000;0;;4293;-3200000;18586;183;549
19250;25;2006-10-25;2200;-10001;0;;4293;-3106000;18594;183;478
19251;25;2006-10-25;2200;-10001;0;;4293;-3222000;18603;183;539
19252;25;2006-10-25;2200;-9999;0;;4293;-3204000;18627;183;517
19253;25;2006-10-25;2200;-10000;0;;4293;-3499000;18637;183;675
19254;25;2006-10-25;2200;-9999;0;;4293;-3652000;18650;183;748
19255;25;2006-10-25;2200;;0;;4293;-757000;18722;183;107
19256;25;2006-10-25;2200;;0;;4293;-842000;19114;183;21
19257;25;2006-10-25;2200;;0;;4293;-786000;19206;183;1
19258;25;2006-10-25;2001;1012500;0;;10125;100000000;;1269;
19260;25;2006-11-02;2001;8000;0;;4290;1865000;;1268;
19261;25;2006-11-30;2001;197000;0;;197;1000000000;;184;
19263;25;2006-11-30;2050;-197000;0;0;75;-1000000000;;184;
19264;25;2006-11-30;2201;-197000;0;;75;-1000000000;19261;184;0
19265;25;2007-01-02;2001;8000;0;;4372;1830000;;1268;
19266;25;2007-02-22;2001;151858;0;;60;2500000000;;186;
19269;25;2007-02-22;2050;-151858;0;0;91;-2500000000;;186;
19271;25;2007-02-22;2200;-151858;0;;91;-2500000000;19266;186;0
19272;25;2007-02-27;2050;-493923;0;785;3540;-250000000;;187;
19274;25;2007-02-27;2200;-493923;0;;3540;-250000000;19022;187;30929
19275;25;2007-03-01;2001;8000;0;;4403;1817000;;1268;
19276;25;2007-05-02;2001;7999;0;;4527;1767000;;1268;
19279;25;2007-05-22;2001;1000002;0;;5222;191498000;;1270;
19281;25;2007-07-02;2001;7999;0;;4574;1749000;;1268;
19282;25;2007-07-13;2050;-505821;0;921;12323;-90000000;;188;
19283;25;2007-07-13;2200;-505821;0;;12323;-90000000;19025;188;55834
19284;25;2007-08-06;2050;-1000002;0;76;5260;-191498000;;1270;
19286;25;2007-08-06;2200;-1000002;0;;5260;-191498000;19279;1270;55
19287;25;2007-08-06;2050;-1012500;0;285;9981;-100000000;;1269;
19289;25;2007-08-06;2201;-1012500;0;;9981;-100000000;19258;1269;-410
19290;25;2007-11-05;2001;7999;0;;4484;1784000;;1268;
19291;25;2007-11-30;2001;721012;0;;13604;53000000;;20;
19295;25;2008-10-01;2001;15998;0;;3163;5058000;;1268;
19296;25;2008-10-06;2050;-1216696;0;755;9790;-76000000;;406;
19298;25;2008-10-06;2201;-1216696;0;;9790;-76000000;19209;406;-35610
19299;25;2009-01-12;2050;-276424;0;1450;3093;-77903000;;1268;
19300;25;2009-01-12;2201;-8000;0;;3093;-1882000;18516;1268;-536
19301;25;2009-01-12;2201;-8000;0;;3093;-2150000;18533;1268;-323
19302;25;2009-01-12;2201;-7999;0;;3093;-2350000;18540;1268;-170
19303;25;2009-01-12;2200;;0;;3093;-6000;18543;1268;0
19304;25;2009-01-12;2201;-7999;0;;3093;-2554000;18588;1268;-22
19305;25;2009-01-12;2201;-7999;0;;3093;-2583000;18609;1268;-2
19306;25;2009-01-12;2200;-7999;0;;3093;-2799000;18641;1268;141
19307;25;2009-01-12;2200;-7998;0;;3093;-2717000;18675;1268;84
19308;25;2009-01-12;2200;-7999;0;;3093;-2654000;18701;1268;42
19309;25;2009-01-12;2200;;0;;3093;-96000;18721;1268;0
19310;25;2009-01-12;2201;-8000;0;;3093;-2539000;18730;1268;-29
19311;25;2009-01-12;2201;-7999;0;;3093;-2376000;18787;1268;-124
19312;25;2009-01-12;2201;-8000;0;;3093;-2585000;18863;1268;0
19313;25;2009-01-12;2201;-8000;0;;3093;-2426000;18877;1268;-89
19314;25;2009-01-12;2201;-7999;0;;3093;-2355000;18887;1268;-123
19315;25;2009-01-12;2201;-8000;0;;3093;-2404000;18895;1268;-94
19316;25;2009-01-12;2201;-7999;0;;3093;-2442000;18911;1268;-71
19317;25;2009-01-12;2201;-8000;0;;3093;-2423000;18928;1268;-77
19318;25;2009-01-12;2201;-7999;0;;3093;-2375000;19031;1268;-95
19319;25;2009-01-12;2201;-8000;0;;3093;-2317000;19044;1268;-117
19320;25;2009-01-12;2201;-8000;0;;3093;-2347000;19061;1268;-100
19321;25;2009-01-12;2201;-8000;0;;3093;-2190000;19104;1268;-158
19322;25;2009-01-12;2200;;0;;3093;-1000;19115;1268;0
19323;25;2009-01-12;2201;;0;;3093;-261000;19116;1268;-20
19324;25;2009-01-12;2201;-7999;0;;3093;-2151000;19117;1268;-165
19325;25;2009-01-12;2201;-7999;0;;3093;-2113000;19120;1268;-170
19326;25;2009-01-12;2201;-8000;0;;3093;-2000000;19147;1268;-200
19327;25;2009-01-12;2201;-8000;0;;3093;-1920000;19170;1268;-216
19328;25;2009-01-12;2201;-8000;0;;3093;-1908000;19186;1268;-206
19329;25;2009-01-12;2201;-7999;0;;3093;-1998000;19205;1268;-168
19330;25;2009-01-12;2201;;0;;3093;-305000;19207;1268;-24
19331;25;2009-01-12;2201;-7999;0;;3093;-1930000;19208;1268;-175
19332;25;2009-01-12;2201;-8000;0;;3093;-1865000;19260;1268;-179
19333;25;2009-01-12;2201;-8000;0;;3093;-1830000;19265;1268;-173
19334;25;2009-01-12;2201;-8000;0;;3093;-1817000;19275;1268;-162
19335;25;2009-01-12;2201;-7999;0;;3093;-1767000;19276;1268;-157
19336;25;2009-01-12;2201;-7999;0;;3093;-1749000;19281;1268;-145
19337;25;2009-01-12;2201;-7999;0;;3093;-1784000;19290;1268;-107
19338;25;2009-01-12;2201;-12442;0;;3093;-3934000;19295;1268;-2
19339;25;2009-01-12;2050;-3555;0;103;3093;-1124000;;1268;
19340;25;2009-01-12;2201;-3555;0;;3093;-1124000;19295;1268;0
19343;25;2009-09-06;2001;55442;0;;4034;13743792;;115;
19344;25;2009-10-04;2001;91347;0;;60;1500000000;;134;
19347;25;2009-10-05;2050;-91347;0;1;107;-1500000000;;134;
19349;25;2009-10-05;2200;-91347;0;;107;-1500000000;19344;134;7
19351;25;2009-12-31;2001;13780;0;;4000;3445000;;115;
19352;25;2010-02-24;2050;-311000;0;2207;602;-200000000;;177;
19354;25;2010-02-24;2201;-311000;0;;602;-200000000;18871;177;-42065
19359;25;2010-07-15;2001;4000;0;;5481;729794;;115;
19361;25;2010-08-15;2001;3999;0;;5534;722804;;115;
19363;25;2010-09-01;2001;35999;0;;6003;5997000;;115;
19364;25;2010-09-15;2001;3999;0;;5742;696561;;115;
19366;25;2010-10-15;2001;4000;0;;5948;672495;;115;
19368;25;2010-11-15;2001;4000;0;;6040;662252;;115;
19370;25;2010-12-15;2001;3999;0;;6117;653915;;115;
19372;25;2010-12-31;2001;11999;0;;4516;2657000;;115;
19373;25;2011-01-15;2001;4000;0;;6385;626517;;115;
19375;25;2011-02-15;2001;3999;0;;6373;627599;;115;
19377;25;2011-03-15;2001;3999;0;;6333;631612;;115;
19379;25;2011-04-15;2001;4000;0;;6422;622859;;115;
19383;25;2011-05-15;2001;3999;0;;6498;615527;;115;
19385;25;2011-06-15;2001;3999;0;;6395;625440;;115;
19387;25;2011-07-15;2001;3999;0;;6577;608180;;115;
19389;25;2011-08-15;2001;3999;0;;6412;623782;;115;
19391;25;2011-09-15;2001;4000;0;;5587;715948;;115;
19393;25;2011-10-15;2001;3999;0;;5757;694806;;115;
19395;25;2011-11-15;2001;4000;0;;5863;682245;;115;
19397;25;2011-12-15;2001;4000;0;;5973;669736;;115;
19399;25;2012-01-13;2001;3999;0;;6168;648508;;115;
19401;25;2012-02-15;2001;3999;0;;6493;616001;;115;
19403;25;2012-03-15;2001;4000;0;;6819;586639;;115;
19405;25;2012-04-15;2001;3999;0;;6845;584368;;115;
19409;25;2012-05-15;2001;4000;0;;6732;594221;;115;
19411;25;2012-06-15;2001;4000;0;;6349;630070;;115;
19413;25;2012-07-02;2001;1643082;0;;133;12354000000;;208;
19415;25;2012-07-04;2050;-1643082;0;2;135;-12354000000;;208;
19418;25;2012-07-04;2200;-1643082;0;;135;-12354000000;19413;208;4
19419;25;2012-07-15;2001;4000;0;;6854;583601;;115;
19421;25;2012-08-14;2001;3999;0;;7280;549413;;115;
19423;25;2012-09-15;2001;4000;0;;7372;542594;;115;
19425;25;2012-10-15;2001;3999;0;;7222;553825;;115;
19427;25;2012-11-15;2001;3999;0;;7320;546448;;115;
19429;25;2012-12-14;2001;3999;0;;7320;546448;;115;
19433;25;2013-10-29;2001;5027990;0;;13950;360000000;;21;
19436;25;2013-12-04;2050;-4469324;0;36;14705;-320000000;;21;
19438;25;2013-12-04;2200;-4469324;0;;14705;-320000000;19433;21;869
19453;26;1997-12-31;2001;266400;0;;3330;80000000;;168;
19454;26;1997-12-31;2001;338000;0;;3380;100000000;;131;
19455;26;1997-12-31;2001;2597854;0;;6657;390244000;;842;
19456;26;1997-12-31;2001;1216276;0;;6753;180109000;;165;
19457;26;1997-12-31;2001;1994224;0;;18849;105800000;;1271;
19458;26;1997-12-31;2001;1573667;0;;14510;108454000;;164;
19459;26;1997-12-31;2001;4181678;0;;8463;494113000;;1257;
19460;26;1997-12-31;2001;2559404;0;;14510;176389000;;164;
19461;26;1997-12-31;2001;1000000;0;;10000;100000000;;1272;
19462;26;1997-12-31;2001;400000;0;;10000;40000000;;1272;
19463;26;1997-12-31;2001;1200000;0;;10000;120000000;;1273;
19464;26;1998-02-16;2103;;0;;18281;5139000;;1271;
19465;26;1998-02-16;2103;;0;;7464;1068000;;842;
19466;26;1998-02-16;2103;;0;;7511;620000;;165;
19467;26;1998-02-16;2103;;0;;7926;26687000;;1257;
19468;26;1998-02-18;2001;17011;0;;15825;1075000;;164;
19470;26;1998-02-18;2103;;0;;15823;1658000;;164;
19471;26;1998-04-15;2050;-266400;0;105;4132;-80000000;;168;
19473;26;1998-04-15;2200;-266400;0;;4132;-80000000;19453;168;673
19476;26;1998-12-31;2050;-1400000;0;365;10000;-140000000;;1272;
19477;26;1998-12-31;2200;-1000000;0;;10000;-100000000;19461;1272;0
19478;26;1998-12-31;2200;-400000;0;;10000;-40000000;19462;1272;0
19479;26;1998-12-31;2050;-4150082;0;340;14522;-287576000;;164;
19480;26;1998-12-31;2200;-1573667;0;;14522;-108454000;19458;164;47
19481;26;1998-12-31;2200;-2559404;0;;14522;-176389000;19460;164;77
19482;26;1998-12-31;2201;-17011;0;;14522;-1075000;19468;164;-44
19483;26;1998-12-31;2201;;0;;14522;-1658000;19470;164;-68
19484;26;1998-12-31;2050;-4181678;0;341;8436;-520799999;;1257;
19485;26;1998-12-31;2201;-4181678;0;;8436;-494113000;19459;1257;-486
19486;26;1998-12-31;2200;;0;;8436;-26686999;19467;1257;432
19487;26;1998-12-31;2050;-1994224;0;341;18823;-110939000;;1271;
19488;26;1998-12-31;2201;-1994224;0;;18823;-105800000;19457;1271;-100
19489;26;1998-12-31;2200;;0;;18823;-5139000;19464;1271;88
19490;26;1998-12-31;2050;-2597854;0;341;6659;-391312000;;842;
19491;26;1998-12-31;2200;-2597854;0;;6659;-390244000;19455;842;28
19492;26;1998-12-31;2201;;0;;6659;-1068000;19465;842;-27
19493;26;1998-12-31;2050;-1216276;0;341;6756;-180729000;;165;
19494;26;1998-12-31;2200;-1216276;0;;6756;-180109000;19456;165;19
19495;26;1998-12-31;2201;;0;;6756;-620000;19466;165;-14
19496;26;1998-12-31;2050;-338000;0;365;3380;-100000000;;131;
19497;26;1998-12-31;2200;-338000;0;;3380;-100000000;19454;131;0
19498;26;1998-12-31;2050;-1200000;0;365;10265;-120000000;;1273;
19499;26;1998-12-31;2200;-1200000;0;;10265;-120000000;19463;1273;1160
19500;26;1998-12-31;2001;715809;0;;10000;71580900;;1272;
19501;26;1998-12-31;2001;2135251;0;;7425;287576000;;164;
19502;26;1998-12-31;2001;2246210;0;;4313;520799999;;1257;
19503;26;1998-12-31;2001;1067676;0;;9624;110939000;;1271;
19504;26;1998-12-31;2001;1332417;0;;3405;391312000;;842;
19505;26;1998-12-31;2001;624237;0;;3454;180729000;;165;
19506;26;1998-12-31;2001;172800;0;;1728;100000000;;131;
19507;26;1998-12-31;2001;629809;0;;10265;61354993;;1273;
19509;26;1999-02-12;2050;-629809;0;43;10235;-61354993;;1273;
19510;26;1999-02-12;2201;-629809;0;;10235;-61354993;19507;1273;-7
19512;26;1999-02-15;2103;;0;;8750;1336000;;164;
19513;26;1999-02-15;2103;;0;;5027;398000;;842;
19514;26;1999-02-15;2103;;0;;4779;395000;;165;
19515;26;1999-02-15;2103;;0;;8934;5339000;;1271;
19516;26;1999-02-15;2103;;0;;4102;24662000;;1257;
19517;26;1999-02-15;2103;;0;;8750;2171000;;164;
19519;26;1999-02-19;2050;-204517;0;50;10000;-20451700;;1272;
19520;26;1999-02-19;2200;-204517;0;;10000;-20451700;19500;1272;0
19521;26;1999-04-19;2050;-1067676;0;86;9496;-116278000;;1271;
19522;26;1999-04-19;2201;-1067676;0;;9496;-110939000;19503;1271;-154
19523;26;1999-04-19;2200;;0;;9496;-5339000;19515;1271;18
19524;26;1999-04-19;2050;-2216869;0;268;4158;-513997114;;1257;
19525;26;1999-04-19;2200;;0;;4158;-1;19467;1257;0
19526;26;1999-04-19;2201;-2216869;0;;4158;-513997113;19502;1257;-868
19527;26;1999-07-26;2050;-610854;0;207;9323;-82270000;;164;
19528;26;1999-07-26;2200;-610854;0;;9323;-82270000;19501;164;3232
19529;26;1999-07-26;2050;-172800;0;207;1795;-100000000;;131;
19530;26;1999-07-26;2200;-172800;0;;1795;-100000000;19506;131;138
19531;26;1999-07-26;2050;-823172;0;207;9323;-110865000;;164;
19532;26;1999-07-26;2200;-823172;0;;9323;-110865000;19501;164;4355
19533;26;1999-07-26;2050;-101346;0;207;6350;-29764000;;842;
19535;26;1999-07-26;2200;-101346;0;;6350;-29764000;19504;842;1814
19536;26;1999-07-26;2050;-29340;0;184;4138;-30474000;;1257;
19537;26;1999-07-26;2201;-29340;0;;4138;-6802886;19502;1257;-24
19538;26;1999-07-26;2200;;0;;4138;-23671114;19516;1257;13
19542;26;1999-12-06;2050;-92609;0;340;9192;-27198000;;842;
19543;26;1999-12-06;2200;-92609;0;;9192;-27198000;19504;842;5351
19544;26;1999-12-28;2050;-198960;0;362;10063;-58432000;;842;
19545;26;1999-12-28;2200;-198960;0;;10063;-58432000;19504;842;14083
19546;26;1999-12-31;2050;;0;319;0;-990886;;1257;
19547;26;1999-12-31;2201;;0;;0;-990886;19516;1257;-129
19548;26;2000-03-07;2103;;0;;14889;527000;;164;
19549;26;2000-03-07;2103;;0;;12841;107000;;842;
19550;26;2000-03-07;2103;;0;;9537;93000;;165;
19551;26;2000-04-17;2001;68328;0;;2700;25000000;;161;
19554;26;2000-08-09;2001;24999;0;;8054;3104000;;968;
19556;26;2000-08-09;2001;24999;0;;5783;4323000;;971;
19558;26;2000-08-21;2103;;0;;5757;33000;;971;
19559;26;2000-09-05;2001;24999;0;;8582;2913000;;968;
19561;26;2000-09-05;2001;24998;0;;5992;4171999;;971;
19565;26;2000-10-06;2001;24999;0;;7987;3130000;;968;
19567;26;2000-10-06;2001;24998;0;;5772;4331000;;971;
19569;26;2000-11-05;2001;24999;0;;5705;4382000;;971;
19571;26;2000-11-05;2001;24999;0;;7805;3203000;;968;
19573;26;2000-12-05;2001;25000;0;;6931;3607000;;968;
19575;26;2000-12-05;2001;24999;0;;5262;4751000;;971;
19577;26;2001-01-05;2001;25000;0;;6531;3828000;;968;
19579;26;2001-01-05;2001;24999;0;;4979;5021000;;971;
19581;26;2001-02-05;2001;25001;0;;6315;3959000;;968;
19583;26;2001-02-05;2001;25000;0;;5070;4931000;;971;
19585;26;2001-02-16;2103;;0;;5981;159000;;968;
19586;26;2001-03-05;2001;24998;0;;5590;4472000;;968;
19588;26;2001-03-05;2001;24999;0;;4645;5382000;;971;
19590;26;2001-03-05;2103;;0;;10396;452000;;164;
19591;26;2001-03-05;2103;;0;;5956;232000;;842;
19592;26;2001-03-05;2103;;0;;5807;156000;;165;
19593;26;2001-04-05;2001;24998;0;;5166;4839000;;968;
19595;26;2001-04-05;2001;25002;0;;4316;5793000;;971;
19597;26;2001-05-05;2001;24998;0;;5600;4464000;;968;
19599;26;2001-05-05;2001;25001;0;;4944;5057000;;971;
19601;26;2001-06-05;2001;25000;0;;5536;4516000;;968;
19603;26;2001-06-05;2001;24997;0;;5132;4871000;;971;
19605;26;2001-06-13;2001;249998;0;;10631;23516000;;164;
19607;26;2001-07-06;2001;24999;0;;5013;4987000;;968;
19609;26;2001-07-06;2001;25000;0;;4937;5064000;;971;
19611;26;2001-08-05;2001;24998;0;;4874;5129000;;968;
19613;26;2001-08-05;2001;25000;0;;4659;5366000;;971;
19615;26;2001-08-20;2103;;0;;4256;686000;;971;
19616;26;2001-09-05;2001;25001;0;;4508;5546000;;968;
19618;26;2001-09-05;2001;25002;0;;4328;5777000;;971;
19622;26;2001-10-01;2050;-511292;0;1005;10000;-51129200;;1272;
19623;26;2001-10-01;2200;-511292;0;;10000;-51129200;19500;1272;0
19624;26;2001-10-05;2001;24999;0;;4168;5998000;;968;
19626;26;2001-10-05;2001;24998;0;;3930;6361000;;971;
19628;26;2001-10-29;2001;1794526;0;;9800;183114898;;882;
19630;26;2001-11-05;2001;24997;0;;4384;5702000;;968;
19632;26;2001-11-05;2001;25002;0;;4072;6140000;;971;
19634;26;2001-12-05;2001;25000;0;;4529;5520000;;968;
19636;26;2001-12-05;2001;24998;0;;4385;5701000;;971;
19638;26;2002-01-05;2001;24997;0;;4531;5517000;;968;
19640;26;2002-01-05;2001;24997;0;;4479;5581000;;971;
19642;26;2002-01-15;2001;379995;0;;4917;77282000;;970;
19644;26;2002-02-05;2001;24997;0;;4276;5846000;;968;
19646;26;2002-02-05;2001;25001;0;;4149;6026000;;971;
19648;26;2002-02-14;2001;349997;0;;1911;183149000;;941;
19650;26;2002-02-22;2103;;0;;4064;1036999;;968;
19651;26;2002-02-22;2103;;0;;1820;8147000;;941;
19652;26;2002-03-04;2103;;0;;8880;1201000;;164;
19653;26;2002-03-04;2103;;0;;4677;1214000;;165;
19654;26;2002-03-06;2001;25002;0;;4340;5761000;;968;
19656;26;2002-03-06;2001;25000;0;;4396;5687000;;971;
19658;26;2002-03-09;2103;;0;;8898;285000;;164;
19661;26;2002-04-08;2001;25002;0;;4337;5765000;;971;
19663;26;2002-04-08;2001;25000;0;;4216;5930000;;968;
19665;26;2002-04-22;2103;;0;;4821;1058000;;970;
19666;26;2002-05-07;2001;24999;0;;3932;6358000;;968;
19668;26;2002-05-07;2001;24999;0;;3950;6329000;;971;
19670;26;2002-06-06;2001;24999;0;;3678;6797000;;968;
19672;26;2002-06-06;2001;25002;0;;3874;6454000;;971;
19674;26;2002-07-08;2001;12499;0;;3449;3624000;;968;
19676;26;2002-07-08;2001;12499;0;;3473;3599000;;971;
19678;26;2002-08-08;2001;12500;0;;2949;4239000;;968;
19680;26;2002-08-08;2001;12498;0;;2988;4183000;;971;
19682;26;2002-09-06;2001;12500;0;;2931;4265000;;968;
19684;26;2002-09-06;2001;12499;0;;3104;4027000;;971;
19686;26;2002-10-09;2001;12500;0;;2804;4458000;;971;
19688;26;2002-10-09;2001;12500;0;;2733;4574000;;968;
19690;26;2002-11-06;2001;12499;0;;3065;4078000;;968;
19692;26;2002-11-06;2001;12497;0;;3070;4070999;;971;
19694;26;2003-02-21;2103;;0;;1729;7851000;;941;
19695;26;2003-02-21;2103;;0;;2600;415000;;968;
19696;26;2003-03-03;2103;;0;;5268;1458000;;164;
19697;26;2003-03-03;2103;;0;;2548;1841000;;165;
19698;26;2003-03-03;2103;;0;;5266;341000;;164;
19701;26;2003-04-19;2050;-179254;0;1570;5556;-24142000;;164;
19702;26;2003-04-19;2201;-179254;0;;5556;-24142000;19501;164;-7083
19703;26;2003-04-22;2103;;0;;4022;2259000;;970;
19707;26;2003-08-20;2103;;0;;3017;1723000;;971;
19708;26;2004-02-20;2103;;0;;1618;5236000;;941;
19709;26;2004-02-20;2103;;0;;3341;790000;;968;
19710;26;2004-03-01;2103;;0;;6797;1063000;;164;
19711;26;2004-03-01;2103;;0;;2828;489000;;842;
19712;26;2004-03-01;2103;;0;;3480;1359000;;165;
19713;26;2004-03-16;2050;-1794526;0;869;9830;-183114898;;882;
19714;26;2004-03-16;2200;-1794526;0;;9830;-183114898;19628;882;477
19719;26;2004-09-07;2050;-771967;0;1216;6673;-102649000;;164;
19720;26;2004-09-07;2201;-521969;0;;6673;-70299000;19501;164;-10979
19721;26;2004-09-07;2201;;0;;6673;-1336000;19512;164;-563
19722;26;2004-09-07;2201;;0;;6673;-2171000;19517;164;-915
19723;26;2004-09-07;2201;;0;;6673;-527000;19548;164;-712
19724;26;2004-09-07;2201;;0;;6673;-452000;19590;164;-215
19725;26;2004-09-07;2201;-249998;0;;6673;-23516000;19605;164;-11001
19726;26;2004-09-07;2201;;0;;6673;-1201000;19652;164;-243
19727;26;2004-09-07;2201;;0;;6673;-285000;19658;164;-57
19728;26;2004-09-07;2200;;0;;6673;-1458000;19696;164;113
19729;26;2004-09-07;2200;;0;;6673;-341000;19698;164;26
19730;26;2004-09-07;2201;;0;;6673;-1063000;19710;164;-2
19731;26;2004-09-07;2050;-939500;0;1445;2505;-277144000;;842;
19732;26;2004-09-07;2201;-939500;0;;2505;-275918000;19504;842;-51577
19733;26;2004-09-07;2201;;0;;2505;-398000;19513;842;-203
19734;26;2004-09-07;2201;;0;;2505;-107000;19549;842;-181
19735;26;2004-09-07;2201;;0;;2505;-232000;19591;842;-102
19736;26;2004-09-07;2201;;0;;2505;-489000;19711;842;-2
19737;26;2004-09-07;2050;-624237;0;1242;3456;-185787000;;165;
19738;26;2004-09-07;2200;-624237;0;;3456;-180729000;19505;165;74
19739;26;2004-09-07;2201;;0;;3456;-395000;19514;165;-106
19740;26;2004-09-07;2201;;0;;3456;-93000;19550;165;-92
19741;26;2004-09-07;2201;;0;;3456;-156000;19592;165;-46
19742;26;2004-09-07;2201;;0;;3456;-1214000;19653;165;-136
19743;26;2004-09-07;2200;;0;;3456;-1841000;19697;165;92
19744;26;2004-09-07;2201;;0;;3456;-1359000;19712;165;0
19745;26;2004-09-16;2001;394900;0;;3949;100000000;;112;
19748;26;2004-09-16;2001;377100;0;;5028;75000000;;111;
19753;26;2004-09-17;2001;1209195;0;;9863;122599138;;844;
19755;26;2004-10-05;2001;366840;0;;4076;90000000;;112;
19758;26;2004-10-05;2001;412880;0;;5161;80000000;;111;
19761;26;2004-10-10;2050;-68328;0;1637;2733;-25000000;;161;
19762;26;2004-10-10;2200;-68328;0;;2733;-25000000;19551;161;135
19765;26;2005-11-08;2050;-761740;0;408;5038;-190000000;;112;
19767;26;2005-11-08;2200;-394900;0;;5038;-100000000;19745;112;4552
19768;26;2005-11-08;2200;-366840;0;;5038;-90000000;19755;112;3454
19769;26;2005-11-08;2050;-789980;0;408;6959;-155000000;;111;
19771;26;2005-11-08;2200;-377100;0;;6959;-75000000;19748;111;6053
19772;26;2005-11-08;2200;-412880;0;;6959;-80000000;19758;111;5739
19773;26;2005-11-09;2001;1078189;0;;6931;155000000;;111;
19776;26;2005-11-09;2001;954761;0;;5007;190000000;;112;
19781;26;2006-02-20;2050;-1209195;0;521;9622;-122599138;;844;
19782;26;2006-02-20;2201;-1209195;0;;9622;-122599138;19753;844;-1539
19783;26;2006-03-06;2001;801725;0;;3195;250000000;;1274;
19789;26;2006-10-30;2050;-349997;0;1440;1690;-204383000;;941;
19790;26;2006-10-30;2201;-349997;0;;1690;-183149000;19648;941;-6957
19791;26;2006-10-30;2201;;0;;1690;-8147000;19651;941;-181
19792;26;2006-10-30;2201;;0;;1690;-7851000;19694;941;-41
19793;26;2006-10-30;2200;;0;;1690;-5236000;19708;941;36
19795;26;2006-12-12;2050;-1078189;0;398;9170;-155000000;;111;
19797;26;2006-12-12;2200;-1078189;0;;9170;-155000000;19773;111;13812
19798;26;2006-12-15;2001;1857769;0;;9230;200000000;;111;
19801;26;2006-12-31;2001;32000;0;;6198;5163000;;1243;
19802;26;2007-01-02;2001;244;0;;6623;36947;;1243;
19803;26;2007-02-01;2001;3999;0;;6734;594000;;1243;
19804;26;2007-02-19;2001;380803;0;;185;2050000000;;846;
19807;26;2007-02-19;2001;345525;0;;160;2150000000;;845;
19810;26;2007-02-28;2050;-345525;0;9;130;-2150000000;;845;
19812;26;2007-02-28;2201;-345525;0;;130;-2150000000;19807;845;-58
19813;26;2007-02-28;2050;-380803;0;9;150;-2050000000;;846;
19815;26;2007-02-28;2201;-380803;0;;150;-2050000000;19804;846;-64
19816;26;2007-03-01;2001;3999;0;;6745;593000;;1243;
19817;26;2007-04-01;2001;3999;0;;6745;593000;;1243;
19818;26;2007-05-01;2001;3999;0;;6993;572000;;1243;
19819;26;2007-06-01;2001;4000;0;;7260;551000;;1243;
19820;26;2007-07-01;2001;3999;0;;7246;552000;;1243;
19821;26;2007-08-01;2001;3999;0;;7005;571000;;1243;
19822;26;2007-09-01;2001;3999;0;;6908;579000;;1243;
19823;26;2007-09-07;2001;3866000;0;;9665;400000000;;992;
19827;26;2007-09-10;2001;3890400;0;;9726;400000000;;967;
19831;26;2007-09-11;2001;7875200;0;;9844;800000000;;963;
19835;26;2007-09-24;2001;2002335;0;;849;2350000000;;993;
19838;26;2007-09-24;2001;2072790;0;;7677;270000000;;996;
19842;26;2007-10-01;2001;3999;0;;7246;552000;;1243;
19843;26;2007-10-10;2001;502420;0;;35;14300000000;;976;
19849;26;2007-10-31;2050;-637477;0;2189;4873;-134306999;;968;
19850;26;2007-10-31;2201;-24999;0;;4873;-3104000;19554;968;-2605
19851;26;2007-10-31;2201;-24999;0;;4873;-2913000;19559;968;-2822
19852;26;2007-10-31;2201;-24999;0;;4873;-3130000;19565;968;-2515
19853;26;2007-10-31;2201;-24999;0;;4873;-3203000;19571;968;-2395
19854;26;2007-10-31;2201;-25000;0;;4873;-3607000;19573;968;-1871
19855;26;2007-10-31;2201;-25000;0;;4873;-3828000;19577;968;-1580
