id;btag;wpid;kurs
7904;2016-04-07;27;19.02
7910;2016-04-07;21;120.45
7912;2016-04-07;69;36.02
7938;2016-04-07;1327;155.40
7950;2016-04-07;1331;116.78
7970;2016-04-07;1243;74.22
8390;2016-04-08;115;102.71
8394;2016-04-08;1338;34.90
8396;2016-04-08;1329;129.77
8398;2016-04-08;1330;113.56
8400;2016-04-08;1319;98.26
8402;2016-04-08;1320;99.80
8406;2016-04-08;1321;99.50
8410;2016-04-08;113;94.26
8420;2016-04-08;69;36.15
8430;2016-04-08;27;18.91
8432;2016-04-08;64;44.85
8434;2016-04-08;21;121.45
8438;2016-04-08;28;89.25
8462;2016-04-08;1327;155.66
8470;2016-04-11;1319;98.26
8472;2016-04-11;1320;99.75
8474;2016-04-08;1331;116.96
8476;2016-04-11;1321;99.45
8494;2016-04-08;1243;74.54
8530;2016-04-11;115;103.54
8534;2016-04-11;1338;34.11
8538;2016-04-11;1330;113.37
8550;2016-04-11;113;94.99
8560;2016-04-11;69;36.04
8570;2016-04-11;27;19.29
8572;2016-04-11;64;45.41
8574;2016-04-11;21;123.50
8578;2016-04-11;28;89.39
8602;2016-04-11;1327;155.62
8606;2016-04-11;1329;129.21
8614;2016-04-11;1331;116.35
8634;2016-04-11;1243;74.70
8670;2016-04-12;115;103.43
8674;2016-04-12;1338;33.45
8676;2016-04-12;1329;128.88
8678;2016-04-12;1330;113.27
8680;2016-04-12;1319;98.10
8682;2016-04-12;1320;99.70
8686;2016-04-12;1321;99.40
8694;2016-04-12;64;45.84
8700;2016-04-12;28;89.81
8706;2016-04-12;113;95.76
8708;2016-04-12;27;19.37
8714;2016-04-12;21;124.40
8716;2016-04-12;69;36.36
8812;2016-04-12;1327;155.44
8824;2016-04-12;1331;116.14
8890;2016-04-13;1319;98.15
8892;2016-04-13;1320;99.70
8896;2016-04-13;1321;99.45
8914;2016-04-12;1243;74.89
8950;2016-04-13;115;105.74
8954;2016-04-13;1338;31.30
8958;2016-04-13;1330;113.32
8970;2016-04-13;113;98.35
8980;2016-04-13;69;37.49
8990;2016-04-13;27;20.26
8992;2016-04-13;64;46.93
8994;2016-04-13;21;129.85
8998;2016-04-13;28;92.20
9128;2016-04-13;1327;155.65
9132;2016-04-13;1329;129.04
9140;2016-04-13;1331;116.38
9160;2016-04-13;1243;75.30
9196;2016-04-14;115;105.60
9200;2016-04-14;1338;31.05
9204;2016-04-14;1330;113.27
9206;2016-04-14;1319;98.15
9208;2016-04-14;1320;99.65
9210;2016-04-14;1331;116.19
9212;2016-04-14;1321;99.40
9220;2016-04-14;64;47.30
9226;2016-04-14;28;93.04
9232;2016-04-14;113;99.03
9234;2016-04-14;27;20.32
9240;2016-04-14;21;131.25
9242;2016-04-14;69;37.38
9268;2016-04-14;1327;155.46
9272;2016-04-14;1329;128.83
9316;2016-04-14;1243;77.05
9406;2016-04-15;115;106.50
9408;2016-04-15;1327;155.60
9410;2016-04-15;1338;31.46
9412;2016-04-15;1329;129.07
9414;2016-04-15;1330;113.34
9416;2016-04-15;1319;98.25
9418;2016-04-15;1320;99.75
9420;2016-04-15;1331;116.34
9422;2016-04-15;1321;99.50
9430;2016-04-15;64;46.47
9436;2016-04-15;28;92.77
9442;2016-04-15;113;98.60
9444;2016-04-15;27;20.21
9450;2016-04-15;21;131.15
9452;2016-04-15;69;37.03
9510;2016-04-15;1243;77.88
9546;2016-04-18;115;106.34
9566;2016-04-18;113;99.23
9576;2016-04-18;69;37.18
9586;2016-04-18;27;20.53
9588;2016-04-18;64;47.26
9590;2016-04-18;21;131.69
9594;2016-04-18;28;93.11
9606;2016-04-18;1319;98.15
9608;2016-04-18;1320;99.70
9612;2016-04-18;1321;99.40
9616;2016-04-18;1338;30.22
9618;2016-04-18;1329;128.84
9620;2016-04-18;1330;113.28
9650;2016-04-18;1327;155.53
9662;2016-04-18;1331;116.24
9682;2016-04-18;1243;77.61
9718;2016-04-19;115;108.96
9722;2016-04-19;1338;27.24
9726;2016-04-19;1330;113.14
9728;2016-04-19;1319;98.15
9730;2016-04-19;1320;99.70
9732;2016-04-19;1331;116.12
9734;2016-04-19;1321;99.40
9738;2016-04-19;113;101.50
9748;2016-04-19;69;37.40
9758;2016-04-19;27;20.75
9760;2016-04-19;64;45.68
9762;2016-04-19;21;135.40
9766;2016-04-19;28;95.39
9790;2016-04-19;1327;155.36
9794;2016-04-19;1329;128.76
9838;2016-04-19;1243;77.09
9858;2016-04-20;115;108.87
9862;2016-04-20;1338;25.28
9864;2016-04-20;1329;128.93
9866;2016-04-20;1330;113.26
9868;2016-04-20;1319;98.15
9870;2016-04-20;1320;99.70
9872;2016-04-20;1331;116.24
9874;2016-04-20;1321;99.45
9878;2016-04-20;113;102.25
9888;2016-04-20;69;36.90
9898;2016-04-20;27;21.80
9900;2016-04-20;64;45.50
9902;2016-04-20;21;136.35
9906;2016-04-20;28;96.22
9930;2016-04-20;1327;155.46
9962;2016-04-20;1243;77.87
9998;2016-04-21;115;107.98
10002;2016-04-21;1338;25.51
10004;2016-04-21;1329;128.30
10006;2016-04-21;1330;113.11
10008;2016-04-21;1319;97.90
10010;2016-04-21;1320;99.50
10012;2016-04-21;1331;115.83
10014;2016-04-21;1321;99.30
10018;2016-04-21;113;102.32
10028;2016-04-21;69;36.94
10038;2016-04-21;27;22.03
10040;2016-04-21;64;44.65
10042;2016-04-21;21;136.44
10046;2016-04-21;28;96.54
10070;2016-04-21;1327;155.05
10102;2016-04-21;1243;78.14
10174;2016-04-22;115;107.98
10178;2016-04-22;1338;25.78
10182;2016-04-22;1330;113.08
10184;2016-04-22;1319;97.90
10186;2016-04-22;1320;99.50
10188;2016-04-22;1331;115.85
10190;2016-04-22;1321;99.30
10198;2016-04-22;64;45.63
10204;2016-04-22;28;96.29
10210;2016-04-22;113;101.79
10212;2016-04-22;27;22.22
10218;2016-04-22;21;135.60
10220;2016-04-22;69;36.93
10244;2016-04-25;115;107.38
10246;2016-04-22;1327;155.05
10248;2016-04-25;1338;27.46
10250;2016-04-22;1329;128.36
10252;2016-04-25;1330;113.01
10254;2016-04-25;1319;97.80
10256;2016-04-25;1320;99.40
10258;2016-04-25;1331;115.62
10260;2016-04-25;1321;99.20
10268;2016-04-25;64;45.26
10274;2016-04-25;28;95.00
10280;2016-04-25;113;100.98
10282;2016-04-25;27;22.05
10288;2016-04-25;21;132.97
10290;2016-04-25;69;36.61
10294;2016-04-22;1243;78.61
10384;2016-04-27;115;107.62
10386;2016-04-26;1327;154.72
10390;2016-04-26;1329;127.87
10392;2016-04-26;1330;112.86
10404;2016-04-27;113;101.07
10414;2016-04-27;69;36.60
10418;2016-04-26;1243;78.34
10424;2016-04-27;27;22.12
10426;2016-04-27;64;45.99
10428;2016-04-27;21;130.68
10432;2016-04-27;28;95.07
10436;2016-04-27;1327;154.81
10438;2016-04-27;1338;28.14
10440;2016-04-27;1329;127.95
10442;2016-04-27;1330;112.90
10444;2016-04-27;1319;97.65
10446;2016-04-27;1320;99.30
10448;2016-04-27;1331;115.55
10450;2016-04-27;1321;99.15
10472;2016-04-28;1327;155.00
10484;2016-04-28;1331;115.78
10520;2016-04-28;1243;78.06
10540;2016-04-29;115;107.00
10542;2016-04-29;1327;154.84
10544;2016-04-29;1338;31.47
10546;2016-04-29;1329;127.98
10548;2016-04-29;1330;112.91
10550;2016-04-29;1319;97.60
10552;2016-04-29;1320;99.25
10554;2016-04-29;1331;115.62
10556;2016-04-29;1321;99.10
10560;2016-04-29;113;98.40
10570;2016-04-29;69;37.04
10574;2016-04-29;1243;77.34
10580;2016-04-29;27;21.78
10582;2016-04-29;64;45.57
10584;2016-04-29;21;133.40
10588;2016-04-29;28;91.12
10680;2016-05-02;115;106.05
10682;2016-05-02;1327;154.94
10684;2016-05-02;1338;30.51
10688;2016-05-02;1330;112.82
10690;2016-05-02;1319;97.75
10692;2016-05-02;1320;99.35
10696;2016-05-02;1321;99.20
10704;2016-05-02;64;45.38
10710;2016-05-02;28;91.32
10716;2016-05-02;113;99.10
10718;2016-05-02;27;21.90
10724;2016-05-02;21;133.40
10726;2016-05-02;69;37.76
10756;2016-05-02;1329;127.96
10764;2016-05-02;1331;115.69
10784;2016-05-02;1243;76.67
10820;2016-05-03;115;104.41
10824;2016-05-03;1338;32.54
10828;2016-05-03;1330;113.01
10830;2016-05-03;1319;98.05
10832;2016-05-03;1320;99.55
10836;2016-05-03;1321;99.35
10844;2016-05-03;64;44.82
10850;2016-05-03;28;89.96
10856;2016-05-03;113;97.35
10858;2016-05-03;27;21.77
10864;2016-05-03;21;130.69
10866;2016-05-03;69;39.72
10892;2016-05-03;1327;155.27
10896;2016-05-03;1329;128.56
10904;2016-05-03;1331;116.03
10924;2016-05-03;1243;75.69
10960;2016-05-04;115;104.00
10964;2016-05-04;1338;34.01
10968;2016-05-04;1330;113.11
10970;2016-05-04;1319;98.10
10972;2016-05-04;1320;99.55
10974;2016-05-04;1331;115.96
10976;2016-05-04;1321;99.40
10984;2016-05-04;64;44.29
10990;2016-05-04;28;91.21
10996;2016-05-04;113;96.35
10998;2016-05-04;27;21.86
11004;2016-05-04;21;126.25
11006;2016-05-04;69;39.72
11036;2016-05-04;1329;128.51
11102;2016-05-04;1327;155.19
11170;2016-05-05;115;104.00
11174;2016-05-05;1338;34.24
11176;2016-05-05;1329;128.85
11180;2016-05-05;1319;98.10
11182;2016-05-05;1320;99.60
11186;2016-05-05;1321;99.40
11190;2016-05-05;113;96.51
11196;2016-05-05;112;98.31
11200;2016-05-05;69;39.46
11210;2016-05-05;27;21.82
11212;2016-05-05;64;44.82
11214;2016-05-05;21;126.35
11218;2016-05-05;28;91.91
11242;2016-05-05;1327;155.33
11248;2016-05-05;1330;113.21
11254;2016-05-05;1331;116.10
11290;2016-05-04;1243;75.55
11310;2016-05-06;115;104.00
11314;2016-05-06;1338;33.69
11320;2016-05-06;1319;98.20
11322;2016-05-06;1320;99.65
11326;2016-05-06;1321;99.45
11330;2016-05-06;113;96.65
11340;2016-05-06;69;39.75
11350;2016-05-06;27;22.06
11352;2016-05-06;64;45.10
11354;2016-05-06;21;126.30
11358;2016-05-06;28;92.67
11388;2016-05-06;1330;113.28
11394;2016-05-06;1331;116.16
11452;2016-05-06;1327;155.38
11456;2016-05-06;1329;128.99
11484;2016-05-06;1243;75.40
11520;2016-05-09;115;104.00
11524;2016-05-09;1338;32.86
11526;2016-05-09;1329;129.12
11530;2016-05-09;1319;98.35
11532;2016-05-09;1320;99.75
11536;2016-05-09;1321;99.55
11544;2016-05-09;64;45.28
11550;2016-05-09;28;93.03
11556;2016-05-09;113;97.74
11558;2016-05-09;27;22.03
11564;2016-05-09;21;126.60
11566;2016-05-09;69;40.35
11592;2016-05-09;1327;155.51
11598;2016-05-09;1330;113.39
11604;2016-05-09;1331;116.29
11640;2016-05-09;1243;74.90
11660;2016-05-10;115;104.00
11662;2016-05-10;1327;155.47
11664;2016-05-10;1338;32.67
11670;2016-05-10;1319;98.30
11672;2016-05-10;1320;99.70
11674;2016-05-10;1331;116.29
11676;2016-05-10;1321;99.50
11684;2016-05-10;64;45.93
11690;2016-05-10;28;94.41
11696;2016-05-10;113;98.41
11698;2016-05-10;27;22.63
11704;2016-05-10;21;127.75
11706;2016-05-10;69;40.28
11736;2016-05-10;1329;129.15
11738;2016-05-10;1330;113.40
11780;2016-05-10;1243;75.45
11800;2016-05-11;115;104.42
11804;2016-05-11;1338;33.68
11808;2016-05-11;1330;113.38
11810;2016-05-11;1319;98.35
11812;2016-05-11;1320;99.70
11814;2016-05-11;1331;116.35
11816;2016-05-11;1321;99.55
11824;2016-05-11;64;45.90
11830;2016-05-11;28;94.33
11836;2016-05-11;113;97.70
11838;2016-05-11;27;22.52
11844;2016-05-11;21;126.50
11846;2016-05-11;69;41.00
11872;2016-05-11;1327;155.57
11876;2016-05-11;1329;129.13
11904;2016-05-11;1243;75.89
11940;2016-05-12;115;104.42
11944;2016-05-12;1338;34.38
11946;2016-05-12;1329;128.94
11948;2016-05-12;1330;113.33
11950;2016-05-12;1319;98.20
11952;2016-05-12;1320;99.60
11954;2016-05-12;1331;116.18
11956;2016-05-12;1321;99.45
11964;2016-05-12;64;45.68
11970;2016-05-12;28;93.24
11976;2016-05-12;113;96.55
11978;2016-05-12;27;21.10
11984;2016-05-12;21;125.45
11986;2016-05-12;69;40.77
12012;2016-05-12;1327;155.37
12044;2016-05-12;1243;76.01
12080;2016-05-13;115;104.88
12104;2016-05-13;64;45.87
12116;2016-05-13;113;97.28
12118;2016-05-13;27;21.24
12126;2016-05-13;69;41.85
12190;2016-05-16;27;21.12
12192;2016-05-16;64;45.30
12196;2016-05-16;26;68.31
12198;2016-05-16;28;93.00
12216;2016-05-13;21;126.65
12218;2016-05-13;28;93.60
12220;2016-05-16;115;104.88
12224;2016-05-13;1338;34.38
12226;2016-05-13;1329;129.12
12228;2016-05-13;1330;113.37
12230;2016-05-13;1319;98.20
12232;2016-05-13;1320;99.60
12234;2016-05-13;1331;116.33
12236;2016-05-13;1321;99.45
12256;2016-05-16;113;97.20
12264;2016-05-16;21;126.30
12266;2016-05-16;69;41.85
12292;2016-05-13;1327;155.50
12340;2016-05-13;1243;76.18
12360;2016-05-17;115;104.31
12364;2016-05-17;1338;34.85
12368;2016-05-17;1330;113.40
12370;2016-05-17;1319;98.30
12372;2016-05-17;1320;99.65
12376;2016-05-17;1321;99.50
12380;2016-05-17;113;96.76
12390;2016-05-17;69;42.22
12400;2016-05-17;27;21.29
12402;2016-05-17;64;45.81
12404;2016-05-17;21;126.55
12408;2016-05-17;28;93.23
12432;2016-05-17;1327;155.60
12436;2016-05-17;1329;129.04
12444;2016-05-17;1331;116.40
12450;2016-05-18;113;96.49
12460;2016-05-18;69;43.04
12464;2016-05-17;1243;75.78
12470;2016-05-18;27;21.25
12472;2016-05-18;64;45.43
12496;2016-05-18;21;127.85
12498;2016-05-18;28;93.72
12500;2016-05-18;115;106.71
12504;2016-05-18;1338;34.29
12506;2016-05-18;1329;128.82
12508;2016-05-18;1330;113.34
12510;2016-05-18;1319;98.15
12512;2016-05-18;1320;99.60
12514;2016-05-18;1331;116.20
12516;2016-05-18;1321;99.45
12538;2016-05-18;1327;155.40
12570;2016-05-18;1243;76.45
12606;2016-05-19;115;105.45
12608;2016-05-19;1327;155.29
12610;2016-05-19;1338;35.25
12612;2016-05-19;1329;128.72
12614;2016-05-19;1330;113.31
12616;2016-05-19;1319;98.15
12618;2016-05-19;1320;99.55
12620;2016-05-19;1331;116.15
12622;2016-05-19;1321;99.40
12626;2016-05-19;113;95.80
12636;2016-05-19;69;43.25
12640;2016-05-19;1243;76.53
12646;2016-05-19;27;21.27
12648;2016-05-19;64;45.69
12650;2016-05-19;21;126.65
12654;2016-05-19;28;92.76
12746;2016-05-20;115;106.41
12750;2016-05-20;1338;35.28
12752;2016-05-20;1329;128.76
12754;2016-05-20;1319;98.15
12756;2016-05-20;1330;113.32
12758;2016-05-20;1320;99.55
12760;2016-05-20;1321;99.40
12762;2016-05-20;1331;116.21
12766;2016-05-20;113;97.04
12776;2016-05-20;69;44.23
12786;2016-05-20;27;21.65
12788;2016-05-20;64;46.37
12790;2016-05-20;21;127.60
12794;2016-05-20;28;94.00
12818;2016-05-20;1327;155.37
12866;2016-05-20;1243;76.55
12886;2016-05-23;115;106.41
12888;2016-05-23;1327;155.34
12890;2016-05-23;1338;35.75
12892;2016-05-23;1329;128.66
12894;2016-05-23;1319;98.15
12896;2016-05-23;1330;113.33
12898;2016-05-23;1320;99.55
12900;2016-05-23;1321;99.40
12902;2016-05-23;1331;116.17
12910;2016-05-23;64;46.20
12916;2016-05-23;28;93.48
12922;2016-05-23;113;96.24
12924;2016-05-23;27;21.67
12930;2016-05-23;21;127.50
12932;2016-05-23;69;44.20
12936;2016-05-23;1243;76.62
12942;2016-05-25;1329;128.88
13008;2016-05-25;1327;155.85
13016;2016-05-25;1330;113.42
13022;2016-05-25;1331;116.56
13076;2016-05-26;115;109.55
13080;2016-05-26;1338;32.38
13084;2016-05-26;1319;98.40
13088;2016-05-26;1320;99.75
13090;2016-05-26;1321;99.55
13096;2016-05-26;113;100.52
13106;2016-05-26;69;47.58
13116;2016-05-26;27;22.71
13118;2016-05-26;64;46.86
13120;2016-05-26;21;133.00
13124;2016-05-26;28;97.70
13148;2016-05-26;1327;155.88
13152;2016-05-26;1329;129.00
13156;2016-05-26;1330;113.47
13162;2016-05-26;1331;116.55
13266;2016-05-25;1243;77.19
13356;2016-05-27;115;109.24
13360;2016-05-27;1338;32.63
13364;2016-05-27;1319;98.35
13368;2016-05-27;1320;99.70
13370;2016-05-27;1321;99.55
13376;2016-05-27;113;100.65
13386;2016-05-27;69;49.20
13396;2016-05-27;27;22.45
13398;2016-05-27;64;47.51
13400;2016-05-27;21;133.85
13404;2016-05-27;28;98.69
13498;2016-05-27;1327;155.90
13506;2016-05-27;1330;113.46
13512;2016-05-27;1331;116.58
13572;2016-05-27;1329;129.00
13616;2016-05-27;1243;78.48
13636;2016-05-30;115;109.91
13640;2016-05-30;1338;31.89
13644;2016-05-30;1319;98.35
13648;2016-05-30;1320;99.70
13650;2016-05-30;1321;99.55
13656;2016-05-30;113;101.04
13666;2016-05-30;69;47.44
13676;2016-05-30;27;22.43
13678;2016-05-30;64;47.55
13680;2016-05-30;21;134.85
13684;2016-05-30;28;98.35
13716;2016-05-30;1330;113.39
13722;2016-05-30;1331;116.47
13778;2016-05-30;1327;155.79
13782;2016-05-30;1329;128.82
13826;2016-05-30;1243;78.90
13846;2016-05-31;115;109.43
13850;2016-05-31;1338;32.64
13852;2016-05-31;1329;128.94
13854;2016-05-31;1319;98.40
13856;2016-05-31;1330;113.44
13858;2016-05-31;1320;99.80
13860;2016-05-31;1321;99.60
13862;2016-05-31;1331;116.51
13870;2016-05-31;64;47.83
13876;2016-05-31;28;96.79
13882;2016-05-31;113;100.40
13884;2016-05-31;27;22.18
13890;2016-05-31;21;134.50
13892;2016-05-31;69;47.86
13966;2016-05-31;1243;79.23
14002;2016-06-01;115;108.48
14006;2016-06-01;1338;33.17
14010;2016-06-01;1319;98.45
14014;2016-06-01;1320;99.80
14016;2016-06-01;1321;99.60
14022;2016-06-01;113;99.81
14032;2016-06-01;69;48.08
14042;2016-06-01;27;21.59
14044;2016-06-01;64;48.06
14046;2016-06-01;21;134.00
14050;2016-06-01;28;96.98
14144;2016-06-01;1327;155.84
14166;2016-06-02;64;47.97
14192;2016-06-01;1243;79.52
14208;2016-06-02;28;96.45
14214;2016-05-31;1327;155.77
14216;2016-06-02;1338;33.22
14218;2016-06-01;1329;127.75
14220;2016-06-02;1319;98.50
14222;2016-06-01;1330;112.28
14224;2016-06-02;1320;99.75
14226;2016-06-02;1321;99.60
14228;2016-06-01;1331;115.33
14232;2016-06-02;113;99.84
14234;2016-06-02;27;21.44
14240;2016-06-02;21;134.15
14242;2016-06-02;69;48.55
14246;2016-06-02;1243;79.04
14336;2016-06-03;115;109.54
14338;2016-06-02;1327;155.83
14340;2016-06-03;1338;34.89
14342;2016-06-02;1329;127.81
14344;2016-06-03;1319;98.65
14346;2016-06-02;1330;112.30
14348;2016-06-03;1320;99.85
14350;2016-06-03;1321;99.70
14352;2016-06-02;1331;115.41
14356;2016-06-03;113;98.84
14360;2016-06-03;111;204.74
14366;2016-06-03;69;47.06
14376;2016-06-03;27;20.87
14378;2016-06-03;64;47.80
14380;2016-06-03;21;131.75
14384;2016-06-03;28;95.29
14406;2016-06-02;115;108.50
14478;2016-06-03;1327;156.06
14526;2016-06-03;1243;79.00
14546;2016-06-06;115;109.04
14548;2016-06-06;1327;155.81
14550;2016-06-06;1338;34.86
14554;2016-06-06;1319;98.65
14558;2016-06-06;1320;99.85
14560;2016-06-06;1321;99.70
14562;2016-06-06;1331;116.60
14566;2016-06-06;113;99.05
14576;2016-06-06;69;48.83
14586;2016-06-06;27;21.17
14588;2016-06-06;64;47.75
14590;2016-06-06;21;132.10
14594;2016-06-06;28;95.72
14626;2016-06-06;1330;113.56
14692;2016-06-06;1329;129.38
14720;2016-06-06;1243;78.53
14756;2016-06-07;115;109.18
14760;2016-06-07;1338;32.89
14762;2016-06-07;1329;129.60
14764;2016-06-07;1319;98.65
14766;2016-06-07;1330;113.62
14768;2016-06-07;1320;99.85
14770;2016-06-07;1321;99.75
14780;2016-06-07;64;47.89
14786;2016-06-07;28;97.36
14792;2016-06-07;113;100.66
14794;2016-06-07;27;22.06
14800;2016-06-07;21;133.30
14802;2016-06-07;69;48.55
14842;2016-06-07;1331;116.83
14898;2016-06-07;1327;156.07
14904;2016-06-08;1319;98.65
14908;2016-06-08;1320;99.80
14910;2016-06-08;1321;99.70
14930;2016-06-07;1243;78.22
14966;2016-06-08;115;108.77
14970;2016-06-08;1338;33.72
14972;2016-06-08;1329;129.57
14990;2016-06-08;64;47.72
14996;2016-06-08;28;96.31
15002;2016-06-08;113;99.99
15004;2016-06-08;27;21.56
15010;2016-06-08;21;132.65
15012;2016-06-08;69;47.75
15108;2016-06-08;1327;156.16
15116;2016-06-08;1330;113.60
15122;2016-06-08;1331;116.88
15156;2016-06-08;1243;78.58
15176;2016-06-09;115;108.02
15180;2016-06-09;1338;34.86
15182;2016-06-09;1329;129.68
15184;2016-06-09;1319;98.75
15188;2016-06-09;1320;99.85
15190;2016-06-09;1321;99.75
15192;2016-06-09;1331;116.98
15196;2016-06-09;113;98.63
15206;2016-06-09;69;47.56
15216;2016-06-09;27;21.23
15218;2016-06-09;64;47.59
15220;2016-06-09;21;130.75
15224;2016-06-09;28;95.62
15248;2016-06-09;1327;156.22
15256;2016-06-09;1330;113.63
15280;2016-06-09;1243;78.66
15316;2016-06-10;115;105.27
15320;2016-06-10;1338;36.64
15324;2016-06-10;1319;98.75
15328;2016-06-10;1320;99.80
15330;2016-06-10;1321;99.75
15332;2016-06-10;1331;116.97
15336;2016-06-10;113;96.17
15346;2016-06-10;69;46.31
15356;2016-06-10;27;20.66
15358;2016-06-10;64;46.52
15360;2016-06-10;21;127.75
15364;2016-06-10;28;93.18
15386;2016-06-13;115;104.99
15388;2016-06-10;1327;156.18
15392;2016-06-10;1329;129.78
15394;2016-06-13;1319;99.30
15396;2016-06-10;1330;113.65
15398;2016-06-13;1320;99.85
15400;2016-06-13;1321;99.80
15420;2016-06-10;1243;78.54
15460;2016-06-13;1338;37.13
15462;2016-06-13;1329;129.74
15514;2016-06-13;64;44.90
15520;2016-06-13;28;91.55
15526;2016-06-13;113;94.41
15528;2016-06-13;27;20.45
15534;2016-06-13;21;125.75
15536;2016-06-13;69;46.02
15632;2016-06-13;1327;155.90
15640;2016-06-13;1330;113.64
15646;2016-06-13;1331;116.75
15664;2016-06-13;1243;78.20
15700;2016-06-14;115;100.92
15702;2016-06-14;1327;155.80
15704;2016-06-14;1338;37.34
15706;2016-06-14;1329;130.04
15708;2016-06-14;1319;98.80
15710;2016-06-14;1330;113.68
15712;2016-06-14;1320;99.85
15714;2016-06-14;1321;99.80
15716;2016-06-14;1331;116.65
15724;2016-06-14;64;44.68
15730;2016-06-14;28;90.17
15736;2016-06-14;113;93.24
15738;2016-06-14;27;19.85
15744;2016-06-14;21;124.90
15746;2016-06-14;69;45.33
15750;2016-06-14;1243;77.01
15770;2016-06-15;115;101.48
15774;2016-06-15;1338;36.93
15776;2016-06-15;1329;130.13
15778;2016-06-15;1319;98.85
15780;2016-06-15;1330;113.76
15782;2016-06-15;1320;99.85
15784;2016-06-15;1321;99.80
15786;2016-06-15;1331;116.75
15790;2016-06-15;113;94.03
15800;2016-06-15;69;43.83
15810;2016-06-15;27;19.94
15812;2016-06-15;64;45.53
15814;2016-06-15;21;126.10
15818;2016-06-15;28;91.77
15840;2016-06-16;115;100.83
15848;2016-06-16;1319;98.90
15852;2016-06-16;1320;99.85
15854;2016-06-16;1321;99.85
15874;2016-06-15;1243;76.34
15912;2016-06-16;1327;155.76
15914;2016-06-16;1338;36.61
15916;2016-06-16;1329;130.22
15926;2016-06-16;1331;116.63
15930;2016-06-16;113;93.46
15940;2016-06-16;69;42.99
15950;2016-06-16;27;19.82
15952;2016-06-16;64;44.63
15954;2016-06-16;21;124.45
15958;2016-06-16;28;90.89
15982;2016-06-17;1327;155.86
15990;2016-06-16;1330;113.81
16014;2016-06-16;1243;76.31
16050;2016-06-17;115;102.55
16054;2016-06-17;1338;36.75
16056;2016-06-17;1329;130.03
16058;2016-06-17;1319;98.85
16060;2016-06-17;1330;113.81
16062;2016-06-17;1320;99.80
16064;2016-06-17;1321;99.85
16066;2016-06-17;1331;116.69
16070;2016-06-17;113;94.18
16080;2016-06-17;69;43.49
16090;2016-06-17;27;20.23
16092;2016-06-17;64;45.53
16094;2016-06-17;21;124.55
16098;2016-06-17;28;92.29
16192;2016-06-15;1327;155.92
16224;2016-06-17;1243;75.48
16260;2016-06-20;115;105.96
16262;2016-06-20;1338;35.92
16266;2016-06-20;1319;98.75
16268;2016-06-20;1330;113.73
16270;2016-06-20;1379;155.44
16272;2016-06-20;1320;99.80
16274;2016-06-20;1321;99.80
16276;2016-06-20;1331;116.83
16284;2016-06-20;64;46.98
16290;2016-06-20;28;94.95
16296;2016-06-20;113;97.48
16298;2016-06-20;27;21.01
16304;2016-06-20;21;127.15
16306;2016-06-20;69;45.20
16334;2016-06-20;1329;129.69
16364;2016-06-20;1243;75.47
16400;2016-06-21;115;106.26
16402;2016-06-21;1338;34.85
16406;2016-06-21;1319;98.85
16410;2016-06-21;1379;155.61
16414;2016-06-21;1321;99.85
16420;2016-06-21;113;98.00
16430;2016-06-21;69;44.86
16434;2016-06-21;1243;76.11
16440;2016-06-21;27;21.00
16442;2016-06-21;64;47.39
16444;2016-06-21;21;127.90
16448;2016-06-21;28;95.76
16452;2016-06-22;1338;33.49
16454;2016-06-21;1329;128.40
16456;2016-06-22;1319;98.85
16458;2016-06-21;1330;112.54
16460;2016-06-21;1327;156.13
16462;2016-06-22;1320;99.65
16464;2016-06-22;1321;99.85
16466;2016-06-21;1331;115.63
16502;2016-06-22;1331;116.82
16560;2016-06-22;1329;129.69
16632;2016-06-23;1319;98.85
16636;2016-06-21;1320;99.80
16640;2016-06-23;1321;99.90
16646;2016-06-23;113;100.33
16656;2016-06-23;69;45.40
16666;2016-06-23;27;22.23
16668;2016-06-23;64;48.18
16670;2016-06-23;21;132.00
16674;2016-06-23;28;97.76
16698;2016-06-23;1338;33.20
16708;2016-06-23;1327;156.11
16822;2016-06-23;115;107.88
16826;2016-06-23;1329;129.38
16830;2016-06-23;1330;113.57
16838;2016-06-23;1331;116.75
16858;2016-06-22;1243;76.87
16933;2016-06-24;115;102.67
16939;2016-06-24;1319;99.00
16941;2016-06-24;1330;113.91
16943;2016-06-24;1320;99.80
16949;2016-06-24;1321;99.85
16951;2016-06-24;1331;116.85
16959;2016-06-24;64;44.51
16965;2016-06-24;28;90.52
16971;2016-06-24;113;93.50
16973;2016-06-24;27;21.15
16979;2016-06-24;21;124.45
16981;2016-06-24;69;44.12
17027;2016-06-24;1338;38.35
17039;2016-06-24;1379;0.73
17156;2016-06-24;1329;130.52
17164;2016-06-24;1327;156.11
17165;2016-06-27;1379;0.56
17187;2016-06-24;1243;77.63
17223;2016-06-27;115;102.45
17225;2016-06-27;1338;38.79
17229;2016-06-27;1319;98.95
17233;2016-06-27;1320;99.80
17235;2016-06-27;1327;156.53
17237;2016-06-27;1321;99.90
17239;2016-06-27;1331;117.04
17243;2016-06-27;113;90.67
17253;2016-06-27;69;42.27
17263;2016-06-27;27;18.52
17265;2016-06-27;64;42.73
17267;2016-06-27;21;121.30
17271;2016-06-27;28;87.39
17274;2016-06-28;1379;0.55
17368;2016-06-27;1329;130.85
17372;2016-06-27;1330;114.05
17398;2016-06-27;1243;76.56
