id;btag;wpid;kurs
129646;2016-08-30;3;10657.64
129647;2016-08-31;3;10592.69
129648;2016-09-01;3;10534.31
129649;2016-09-02;3;10683.82
129650;2016-09-05;3;10672.22
129651;2016-09-06;3;10687.14
129652;2016-09-07;3;10752.98
129653;2016-09-08;3;10675.29
129654;2016-09-09;3;10573.44
129655;2016-09-12;3;10431.77
129656;2016-09-13;3;10386.60
129657;2016-09-14;3;10378.40
129658;2016-09-15;3;10431.20
129659;2016-09-16;3;10276.17
129660;2016-09-19;3;10373.87
129661;2016-09-20;3;10393.86
129662;2016-09-21;3;10436.49
129663;2016-09-22;3;10674.18
129664;2016-09-23;3;10626.97
129665;2016-09-26;3;10393.70
129666;2016-09-27;3;10361.48
129667;2016-09-28;3;10438.34
129668;2016-09-29;3;10405.54
129669;2016-09-30;3;10511.02
129670;2016-10-04;3;10619.61
129671;2016-10-05;3;10585.78
129672;2016-10-06;3;10568.80
129673;2016-10-07;3;10490.86
129674;2016-10-10;3;10624.08
129675;2016-10-11;3;10577.16
129676;2016-10-12;3;10523.07
129677;2016-10-13;3;10414.07
129678;2016-10-14;3;10580.38
129679;2016-10-17;3;10503.57
129680;2016-10-18;3;10631.55
129681;2016-10-19;3;10645.68
129682;2016-10-20;3;10701.39
129683;2016-10-21;3;10710.73
129684;2016-10-24;3;10761.17
129685;2016-10-25;3;10757.31
129686;2016-10-26;3;10709.68
129687;2016-10-27;3;10717.08
129688;2016-10-28;3;10696.19
129689;2016-10-31;3;10665.01
129690;2016-11-01;3;10526.16
129691;2016-11-02;3;10370.93
129692;2016-11-03;3;10325.87
129693;2016-11-04;3;10259.12
129694;2016-11-07;3;10456.95
129695;2016-11-08;3;10482.32
129696;2016-11-09;3;10646.01
129697;2016-11-10;3;10630.12
129698;2016-11-11;3;10667.95
129699;2016-11-14;3;10693.69
129700;2016-11-15;3;10735.14
129701;2016-11-16;3;10663.87
129702;2016-11-17;3;10685.54
129703;2016-11-18;3;10664.56
129704;2016-11-21;3;10685.13
129705;2016-11-22;3;10713.85
129706;2016-11-23;3;10662.44
129707;2016-11-24;3;10689.26
129708;2016-11-25;3;10699.27
129709;2016-11-28;3;10582.67
129710;2016-11-29;3;10620.49
129711;2016-11-30;3;10640.30
129712;2016-12-01;3;10534.05
129713;2016-12-02;3;10513.35
129714;2016-12-05;3;10684.83
129715;2016-12-06;3;10775.32
129716;2016-12-07;3;10986.69
129717;2016-12-08;3;11179.42
129718;2016-12-09;3;11203.63
129719;2016-12-12;3;11190.21
129720;2016-12-13;3;11284.65
129721;2016-12-14;3;11244.84
129722;2016-12-15;3;11366.40
129723;2016-12-16;3;11404.01
129724;2016-12-19;3;11426.70
129725;2016-12-20;3;11464.74
129726;2016-12-21;3;11468.64
129727;2016-12-22;3;11456.10
129728;2016-12-23;3;11449.93
129729;2016-12-27;3;11472.24
129730;2016-12-28;3;11474.99
129731;2016-12-29;3;11451.05
129732;2016-12-30;3;11481.06
129733;2017-01-02;3;11598.33
129734;2017-01-03;3;11584.24
129735;2017-01-04;3;11584.31
129736;2017-01-05;3;11584.94
129737;2017-01-06;3;11599.01
129738;2017-01-09;3;11563.99
129739;2017-01-10;3;11583.30
129740;2017-01-11;3;11646.17
129741;2017-01-12;3;11521.04
129742;2017-01-13;3;11629.18
129743;2017-01-16;3;11554.71
129744;2017-01-17;3;11540.00
129745;2017-01-18;3;11599.39
129746;2017-01-19;3;11596.89
129747;2017-01-20;3;11630.13
129748;2017-01-23;3;11545.75
129749;2017-01-24;3;11594.94
129750;2017-01-25;3;11806.05
129751;2017-01-26;3;11848.63
129752;2017-01-27;3;11814.27
129753;2017-01-30;3;11681.89
129754;2017-01-31;3;11535.31
129755;2017-02-01;3;11659.50
129756;2017-02-02;3;11627.95
129757;2017-02-03;3;11651.49
129758;2017-02-06;3;11509.84
129759;2017-02-07;3;11549.44
129760;2017-02-08;3;11543.38
129761;2017-02-09;3;11642.86
129762;2017-02-10;3;11666.97
129763;2017-02-13;3;11774.43
129764;2017-02-14;3;11771.81
129765;2017-02-15;3;11793.93
129766;2017-02-16;3;11757.24
129767;2017-02-17;3;11757.02
129768;2017-02-20;3;11827.62
129769;2017-02-21;3;11967.49
129770;2017-02-22;3;11998.59
129771;2017-02-23;3;11947.83
129772;2017-02-24;3;11804.03
129773;2017-02-27;3;11822.67
129774;2017-02-28;3;11834.41
129775;2017-03-01;3;12067.19
129776;2017-03-02;3;12059.57
129777;2017-03-03;3;12027.36
129778;2017-03-06;3;11958.40
129779;2017-03-07;3;11966.14
129780;2017-03-08;3;11967.31
129781;2017-03-09;3;11978.39
129782;2017-03-10;3;11963.18
129783;2017-03-13;3;11990.03
129784;2017-03-14;3;11988.79
129785;2017-03-15;3;12009.87
129786;2017-03-16;3;12083.18
129787;2017-03-17;3;12095.24
129788;2017-03-20;3;12052.90
129789;2017-03-21;3;11962.13
129790;2017-03-22;3;11904.12
129791;2017-03-23;3;12039.68
129792;2017-03-24;3;12064.27
129793;2017-03-27;3;11996.07
129794;2017-03-28;3;12149.42
129795;2017-03-29;3;12203.00
129796;2017-03-30;3;12256.43
129797;2017-03-31;3;12312.87
129798;2017-04-03;3;12257.20
129799;2017-04-04;3;12282.34
129800;2017-04-05;3;12217.54
129801;2017-04-06;3;12230.89
129802;2017-04-07;3;12225.06
129803;2017-04-10;3;12200.52
129804;2017-04-11;3;12139.35
129805;2017-04-12;3;12154.70
129806;2017-04-13;3;12109.00
129807;2017-04-18;3;12000.44
129808;2017-04-19;3;12016.45
129809;2017-04-20;3;12027.32
129810;2017-04-21;3;12048.57
129811;2017-04-24;3;12454.98
129812;2017-04-25;3;12467.04
129813;2017-04-26;3;12472.80
129814;2017-04-27;3;12443.79
129815;2017-04-28;3;12438.01
129816;2017-05-02;3;12507.90
129817;2017-05-03;3;12527.84
129818;2017-05-04;3;12647.78
129819;2017-05-05;3;12716.89
129820;2017-05-08;3;12694.55
129821;2017-05-09;3;12749.12
129822;2017-05-10;3;12757.46
129823;2017-05-11;3;12711.06
129824;2017-05-12;3;12770.41
129825;2017-05-15;3;12807.04
129826;2017-05-16;3;12804.53
129827;2017-05-17;3;12631.61
129828;2017-05-18;3;12590.06
129829;2017-05-19;3;12638.69
129830;2017-05-22;3;12619.46
129831;2017-05-23;3;12659.15
129832;2017-05-24;3;12642.87
129833;2017-05-25;3;12621.72
129834;2017-05-26;3;12602.18
129835;2017-05-29;3;12628.95
129836;2017-05-30;3;12598.68
129837;2017-05-31;3;12615.06
129838;2017-06-01;3;12664.92
129839;2017-06-02;3;12822.94
129840;2017-06-06;3;12690.12
129841;2017-06-07;3;12672.49
129842;2017-06-08;3;12713.58
129843;2017-06-09;3;12815.72
129844;2017-06-12;3;12690.44
129845;2017-06-13;3;12764.98
129846;2017-06-14;3;12805.95
129847;2017-06-15;3;12691.81
129848;2017-06-16;3;12752.73
129849;2017-06-19;3;12888.95
129850;2017-06-20;3;12814.79
129851;2017-06-21;3;12774.26
129852;2017-06-22;3;12794.00
129853;2017-06-23;3;12733.41
129854;2017-06-26;3;12770.83
129855;2017-06-27;3;12671.02
129856;2017-06-28;3;12647.27
129857;2017-06-29;3;12416.19
129858;2017-06-30;3;12325.12
129859;2017-07-03;3;12475.31
129860;2017-07-04;3;12437.13
129861;2017-07-05;3;12453.68
129862;2017-07-06;3;12381.25
129863;2017-07-07;3;12388.68
129864;2017-07-10;3;12445.92
129865;2017-07-11;3;12437.02
129866;2017-07-12;3;12626.58
129867;2017-07-13;3;12641.33
129868;2017-07-14;3;12631.72
129869;2017-07-17;3;12587.16
129870;2017-07-18;3;12430.39
129871;2017-07-19;3;12452.05
129872;2017-07-20;3;12447.25
129873;2017-07-21;3;12240.06
129874;2017-07-24;3;12208.95
129875;2017-07-25;3;12264.31
129876;2017-07-26;3;12305.11
129877;2017-07-27;3;12212.04
129878;2017-07-28;3;12162.70
129879;2017-07-31;3;12118.25
129880;2017-08-01;3;12251.29
129881;2017-08-02;3;12181.48
129882;2017-08-03;3;12154.72
129883;2017-08-04;3;12297.72
129884;2017-08-07;3;12257.17
129885;2017-08-08;3;12292.05
129886;2017-08-09;3;12154.00
129887;2017-08-10;3;12014.30
129888;2017-08-11;3;12014.06
129889;2017-08-14;3;12165.12
129890;2017-08-15;3;12177.04
129891;2017-08-16;3;12263.86
129892;2017-08-17;3;12203.46
129893;2017-08-18;3;12165.19
129894;2017-08-21;3;12065.99
129895;2017-08-22;3;12229.34
129896;2017-08-23;3;12174.30
129897;2017-08-24;3;12180.83
129898;2017-08-25;3;12167.94
129899;2017-08-28;3;12123.47
129900;2017-08-29;3;11945.88
129901;2017-08-30;3;12002.47
129902;2017-08-31;3;12055.84
129903;2017-09-01;3;12142.64
129904;2017-09-04;3;12102.21
129905;2017-09-05;3;12123.71
129906;2017-09-06;3;12214.54
129907;2017-09-07;3;12296.63
129908;2017-09-08;3;12303.98
129909;2017-09-11;3;12475.24
129910;2017-09-12;3;12524.77
129911;2017-09-13;3;12553.57
129912;2017-09-14;3;12540.45
129913;2017-09-15;3;12518.81
129914;2017-09-18;3;12559.39
129915;2017-09-19;3;12561.79
129916;2017-09-20;3;12569.17
129917;2017-09-21;3;12600.03
129918;2017-09-22;3;12592.35
129919;2017-09-25;3;12594.81
129920;2017-09-26;3;12605.20
129921;2017-09-27;3;12657.41
129922;2017-09-28;3;12704.65
129923;2017-09-29;3;12828.86
129924;2017-10-02;3;12902.65
129925;2017-10-04;3;12970.52
129926;2017-10-05;3;12968.05
129927;2017-10-06;3;12955.94
129928;2017-10-09;3;12976.40
129929;2017-10-10;3;12949.25
129930;2017-10-11;3;12970.68
129931;2017-10-12;3;12982.89
129932;2017-10-13;3;12991.87
129933;2017-10-16;3;13003.70
129934;2017-10-17;3;12995.06
129935;2017-10-18;3;13043.03
129936;2017-10-19;3;12990.10
129937;2017-10-20;3;12991.28
129938;2017-10-23;3;13003.14
129939;2017-10-24;3;13013.19
129940;2017-10-25;3;12953.41
129941;2017-10-26;3;13133.28
129942;2017-10-27;3;13217.54
129943;2017-10-30;3;13229.57
129944;2017-11-01;3;13465.51
129945;2017-11-02;3;13440.93
129946;2017-11-03;3;13478.86
129947;2017-11-06;3;13468.79
129948;2017-11-07;3;13379.27
129949;2017-11-08;3;13382.42
129950;2017-11-09;3;13182.56
129951;2017-11-10;3;13127.47
129952;2017-11-13;3;13074.42
129953;2017-11-14;3;13033.48
129954;2017-11-15;3;12976.37
129955;2017-11-16;3;13047.22
129956;2017-11-17;3;12993.73
129957;2017-11-20;3;13058.66
129958;2017-11-21;3;13167.54
129959;2017-11-22;3;13015.04
129960;2017-11-23;3;13008.55
129961;2017-11-24;3;13059.84
129962;2017-11-27;3;13000.20
129963;2017-11-28;3;13059.53
129964;2017-11-29;3;13061.87
129965;2017-11-30;3;13023.98
129966;2017-12-01;3;12861.49
129967;2017-12-04;3;13058.55
129968;2017-12-05;3;13048.54
129969;2017-12-06;3;12998.85
129970;2017-12-07;3;13045.15
129971;2017-12-08;3;13153.70
129972;2017-12-11;3;13123.65
129973;2017-12-12;3;13183.53
129974;2017-12-13;3;13125.64
129975;2017-12-14;3;13068.08
129976;2017-12-15;3;13103.56
129977;2017-12-18;3;13312.30
129978;2017-12-19;3;13215.79
129979;2017-12-20;3;13069.17
129980;2017-12-21;3;13109.74
129981;2017-12-22;3;13072.79
129982;2017-12-27;3;13070.02
129983;2017-12-28;3;12979.94
129984;2017-12-29;3;12917.64
129985;2018-01-02;3;12871.39
129986;2018-01-03;3;12978.21
129987;2018-01-04;3;13167.89
129988;2018-01-05;3;13319.64
129989;2018-01-08;3;13367.78
129990;2018-01-09;3;13385.59
129991;2018-01-10;3;13281.34
129992;2018-01-11;3;13202.90
129993;2018-01-12;3;13245.03
129994;2018-01-15;3;13200.51
129995;2018-01-16;3;13246.33
129996;2018-01-17;3;13183.96
129997;2018-01-18;3;13281.43
129998;2018-01-19;3;13434.45
129999;2018-01-22;3;13463.69
130000;2018-01-23;3;13559.60
130001;2018-01-24;3;13414.74
130002;2018-01-25;3;13298.36
130003;2018-01-26;3;13340.17
130004;2018-01-29;3;13324.48
130005;2018-01-30;3;13197.71
130006;2018-01-31;3;13189.48
130007;2018-02-01;3;13003.90
130008;2018-02-02;3;12785.16
130009;2018-02-05;3;12687.49
130010;2018-02-06;3;12392.66
130011;2018-02-07;3;12590.43
130012;2018-02-08;3;12260.29
130013;2018-02-09;3;12107.48
130014;2018-02-12;3;12282.77
130015;2018-02-13;3;12196.50
130016;2018-02-14;3;12339.16
130017;2018-02-15;3;12346.17
130018;2018-02-16;3;12451.96
130019;2018-02-19;3;12385.60
130020;2018-02-20;3;12487.90
130021;2018-02-21;3;12470.49
130022;2018-02-22;3;12461.91
130023;2018-02-23;3;12483.79
130024;2018-02-26;3;12527.04
130025;2018-02-27;3;12490.73
130026;2018-02-28;3;12435.85
130027;2018-03-01;3;12190.94
130028;2018-03-02;3;11913.71
130029;2018-03-05;3;12090.87
130030;2018-03-06;3;12113.87
130031;2018-03-07;3;12245.36
130032;2018-03-08;3;12355.57
130033;2018-03-09;3;12346.68
130034;2018-03-12;3;12418.39
130035;2018-03-13;3;12221.03
130036;2018-03-14;3;12237.74
130037;2018-03-15;3;12345.56
130038;2018-03-16;3;12389.58
130039;2018-03-19;3;12217.02
130040;2018-03-20;3;12307.33
130041;2018-03-21;3;12309.15
130042;2018-03-22;3;12100.08
130043;2018-03-23;3;11886.31
130044;2018-03-26;3;11787.26
130045;2018-03-27;3;11970.83
130046;2018-03-28;3;11940.71
130047;2018-03-29;3;12096.73
130048;2018-04-03;3;12002.45
130049;2018-04-04;3;11957.90
130050;2018-04-05;3;12305.19
130051;2018-04-06;3;12241.27
130052;2018-04-09;3;12261.75
130053;2018-04-10;3;12397.32
130054;2018-04-11;3;12293.97
130055;2018-04-12;3;12415.01
130056;2018-04-13;3;12442.40
130057;2018-04-16;3;12391.41
130058;2018-04-17;3;12585.57
130059;2018-04-18;3;12590.83
130060;2018-04-19;3;12567.42
130061;2018-04-20;3;12540.50
130062;2018-04-23;3;12572.39
130063;2018-04-24;3;12550.82
130064;2018-04-25;3;12422.30
130065;2018-04-26;3;12500.47
130066;2018-04-27;3;12580.87
130067;2018-04-30;3;12612.11
130068;2018-05-02;3;12802.25
130069;2018-05-03;3;12690.15
130070;2018-05-04;3;12819.60
130071;2018-05-07;3;12948.14
130072;2018-05-08;3;12912.21
130073;2018-05-09;3;12943.06
130074;2018-05-10;3;13022.87
130075;2018-05-11;3;13001.24
130076;2018-05-14;3;12977.71
130077;2018-05-15;3;12970.04
130078;2018-05-16;3;12996.33
130079;2018-05-17;3;13114.61
130080;2018-05-18;3;13077.72
130081;2018-05-22;3;13169.92
130082;2018-05-23;3;12976.84
130083;2018-05-24;3;12855.09
130084;2018-05-25;3;12938.01
130085;2018-05-28;3;12863.46
130086;2018-05-29;3;12666.51
130087;2018-05-30;3;12783.76
130088;2018-05-31;3;12604.89
130089;2018-06-01;3;12724.27
130090;2018-06-04;3;12770.75
130091;2018-06-05;3;12787.13
130092;2018-06-06;3;12830.07
130093;2018-06-07;3;12811.05
130094;2018-06-08;3;12766.55
130095;2018-06-11;3;12842.91
130096;2018-06-12;3;12842.30
130097;2018-06-13;3;12890.58
130098;2018-06-14;3;13107.10
130099;2018-06-15;3;13010.55
130100;2018-06-18;3;12834.11
130101;2018-06-19;3;12677.97
130102;2018-06-20;3;12695.16
130103;2018-06-21;3;12511.91
130104;2018-06-22;3;12579.72
130105;2018-06-25;3;12270.33
130106;2018-06-26;3;12234.34
130107;2018-06-27;3;12348.61
130108;2018-06-28;3;12177.23
130109;2018-06-29;3;12306.00
130110;2018-07-02;3;12238.17
130111;2018-07-03;3;12349.14
130112;2018-07-04;3;12317.61
130113;2018-07-05;3;12464.29
130114;2018-07-06;3;12496.17
130115;2018-07-09;3;12543.89
130116;2018-07-10;3;12609.85
130117;2018-07-11;3;12417.13
130118;2018-07-12;3;12492.97
130119;2018-07-13;3;12540.73
130120;2018-07-16;3;12561.02
130121;2018-07-17;3;12661.54
130122;2018-07-18;3;12765.94
130123;2018-07-19;3;12686.29
130124;2018-07-20;3;12561.42
130125;2018-07-23;3;12548.57
130126;2018-07-24;3;12689.39
130127;2018-07-25;3;12579.33
130128;2018-07-26;3;12809.23
130129;2018-07-27;3;12860.40
130130;2018-07-30;3;12798.20
130131;2018-07-31;3;12805.50
130132;2018-08-01;3;12737.05
130133;2018-08-02;3;12546.33
130134;2018-08-03;3;12615.76
130135;2018-08-06;3;12598.21
130136;2018-08-07;3;12648.19
130137;2018-08-08;3;12633.54
130138;2018-08-09;3;12676.11
130139;2018-08-10;3;12424.35
130140;2018-08-13;3;12358.74
130141;2018-08-14;3;12358.87
130142;2018-08-15;3;12163.01
130143;2018-08-16;3;12237.17
130144;2018-08-17;3;12210.55
130145;2018-08-20;3;12331.30
130146;2018-08-21;3;12384.49
130147;2018-08-22;3;12385.70
130148;2018-08-23;3;12365.58
130149;2018-08-24;3;12394.52
130150;2018-08-27;3;12538.31
130151;2018-08-28;3;12527.42
130152;2018-08-29;3;12561.68
130153;2018-08-30;3;12494.24
130154;2018-08-31;3;12364.06
130155;2018-09-03;3;12346.41
130156;2018-09-04;3;12210.21
130157;2018-09-05;3;12040.46
130158;2018-09-06;3;11955.25
130159;2018-09-07;3;11959.63
130160;2018-09-10;3;11986.34
130161;2018-09-11;3;11970.27
130162;2018-09-12;3;12032.30
130163;2018-09-13;3;12055.55
130164;2018-09-14;3;12124.33
130165;2018-09-17;3;12096.41
130166;2018-09-18;3;12157.67
130167;2018-09-19;3;12219.02
130168;2018-09-20;3;12326.48
130169;2018-09-21;3;12430.88
130170;2018-09-24;3;12350.82
130171;2018-09-25;3;12374.66
130172;2018-09-26;3;12385.89
130173;2018-09-27;3;12435.59
130174;2018-09-28;3;12246.73
130175;2018-10-01;3;12339.03
130176;2018-10-02;3;12287.58
130177;2018-10-04;3;12244.14
130178;2018-10-05;3;12111.90
130179;2018-10-08;3;11947.16
130180;2018-10-09;3;11977.22
130181;2018-10-10;3;11712.50
130182;2018-10-11;3;11539.35
130183;2018-10-12;3;11523.81
130184;2018-10-15;3;11614.16
130185;2018-10-16;3;11776.55
130186;2018-10-17;3;11715.03
130187;2018-10-18;3;11589.21
130188;2018-10-19;3;11553.83
130189;2018-10-22;3;11524.34
130190;2018-10-23;3;11274.28
130191;2018-10-24;3;11191.63
130192;2018-10-25;3;11307.12
130193;2018-10-26;3;11200.62
130194;2018-10-29;3;11335.48
130195;2018-10-30;3;11287.39
130196;2018-10-31;3;11447.51
130197;2018-11-01;3;11468.54
130198;2018-11-02;3;11518.99
130199;2018-11-05;3;11494.96
130200;2018-11-06;3;11484.34
130201;2018-11-07;3;11579.10
130202;2018-11-08;3;11527.32
130203;2018-11-09;3;11529.16
130204;2018-11-12;3;11325.44
130205;2018-11-13;3;11472.22
130206;2018-11-14;3;11412.53
130207;2018-11-15;3;11353.67
130208;2018-11-16;3;11341.00
130209;2018-11-19;3;11244.54
130210;2018-11-20;3;11066.41
130211;2018-11-21;3;11244.17
130212;2018-11-22;3;11138.49
130213;2018-11-23;3;11192.69
130214;2018-11-26;3;11354.72
130215;2018-11-27;3;11309.11
130216;2018-11-28;3;11298.88
130217;2018-11-29;3;11298.23
130218;2018-11-30;3;11257.24
130219;2018-12-03;3;11465.46
130220;2018-12-04;3;11335.32
130221;2018-12-05;3;11200.24
130222;2018-12-06;3;10810.98
130223;2018-12-07;3;10788.09
130224;2018-12-10;3;10622.07
130225;2018-12-11;3;10780.51
130226;2018-12-12;3;10929.43
130227;2018-12-13;3;10924.70
130228;2018-12-14;3;10865.77
130229;2018-12-17;3;10772.20
130230;2018-12-18;3;10740.89
130231;2018-12-19;3;10766.21
130232;2018-12-20;3;10611.10
130233;2018-12-21;3;10633.82
130234;2018-12-27;3;10381.51
130235;2018-12-28;3;10558.96
130236;2019-01-02;3;10580.19
130237;2019-01-03;3;10416.66
130238;2019-01-04;3;10767.69
130239;2019-01-07;3;10747.81
130240;2019-01-08;3;10803.98
130241;2019-01-09;3;10893.32
130242;2019-01-10;3;10921.59
130243;2019-01-11;3;10887.46
130244;2019-01-14;3;10855.91
130245;2019-01-15;3;10891.79
130246;2019-01-16;3;10931.24
130247;2019-01-17;3;10918.62
130248;2019-01-18;3;11205.54
130249;2019-01-21;3;11136.20
130250;2019-01-22;3;11090.11
130251;2019-01-23;3;11071.54
130252;2019-01-24;3;11130.18
130253;2019-01-25;3;11281.79
130254;2019-01-28;3;11210.31
130255;2019-01-29;3;11218.83
130256;2019-01-30;3;11181.66
130257;2019-01-31;3;11173.10
130258;2019-02-01;3;11180.66
130259;2019-02-04;3;11176.58
130260;2019-02-05;3;11367.98
130261;2019-02-06;3;11324.72
130262;2019-02-07;3;11022.02
130263;2019-02-08;3;10906.78
130264;2019-02-11;3;11014.59
130265;2019-02-12;3;11126.08
130266;2019-02-13;3;11167.22
130267;2019-02-14;3;11089.79
130268;2019-02-15;3;11299.80
130269;2019-02-18;3;11299.20
130270;2019-02-19;3;11309.21
130271;2019-02-20;3;11401.97
130272;2019-02-21;3;11423.28
130273;2019-02-22;3;11457.70
130274;2019-02-25;3;11505.39
130275;2019-02-26;3;11540.79
130276;2019-02-27;3;11487.33
130277;2019-02-28;3;11515.64
130278;2019-03-01;3;11601.68
130279;2019-03-04;3;11592.66
130280;2019-03-05;3;11620.74
130281;2019-03-06;3;11587.63
130282;2019-03-07;3;11517.80
130283;2019-03-08;3;11457.84
130284;2019-03-11;3;11543.48
130285;2019-03-12;3;11524.17
130286;2019-03-13;3;11572.41
130287;2019-03-14;3;11587.47
130288;2019-03-15;3;11685.69
130289;2019-03-18;3;11657.06
130290;2019-03-19;3;11788.41
130291;2019-03-20;3;11603.89
130292;2019-03-21;3;11549.96
130293;2019-03-22;3;11364.17
130294;2019-03-25;3;11346.65
130295;2019-03-26;3;11419.48
130296;2019-03-27;3;11419.04
130297;2019-03-28;3;11428.16
130298;2019-03-29;3;11526.04
130299;2019-04-01;3;11681.99
130300;2019-04-02;3;11754.79
130301;2019-04-03;3;11954.40
130302;2019-04-04;3;11988.01
130303;2019-04-05;3;12009.75
130304;2019-04-08;3;11963.40
130305;2019-04-09;3;11850.57
130306;2019-04-10;3;11905.91
130307;2019-04-11;3;11935.20
130308;2019-04-12;3;11999.93
130309;2019-04-15;3;12020.28
130310;2019-04-16;3;12101.32
130311;2019-04-17;3;12153.07
130312;2019-04-18;3;12222.39
130313;2019-04-23;3;12235.51
130314;2019-04-24;3;12313.16
130315;2019-04-25;3;12282.60
130316;2019-04-26;3;12315.18
130317;2019-04-29;3;12328.02
130318;2019-04-30;3;12344.08
130319;2019-05-02;3;12345.42
130320;2019-05-03;3;12412.75
130321;2019-05-06;3;12286.88
130322;2019-05-07;3;12092.74
130323;2019-05-08;3;12179.93
130324;2019-05-09;3;11973.92
130325;2019-05-10;3;12059.83
130326;2019-05-13;3;11876.65
130327;2019-05-14;3;11991.62
130328;2019-05-15;3;12099.57
130329;2019-05-16;3;12310.37
130330;2019-05-17;3;12238.94
130331;2019-05-20;3;12041.29
130332;2019-05-21;3;12143.47
130333;2019-05-22;3;12168.74
130334;2019-05-23;3;11952.41
130335;2019-05-24;3;12011.04
130336;2019-05-27;3;12071.18
130337;2019-05-28;3;12027.05
130338;2019-05-29;3;11837.81
130339;2019-05-30;3;11902.08
130340;2019-05-31;3;11726.84
130341;2019-06-03;3;11792.81
130342;2019-06-04;3;11971.17
130343;2019-06-05;3;11980.81
130344;2019-06-06;3;11953.14
130345;2019-06-07;3;12045.38
130346;2019-06-11;3;12155.81
130347;2019-06-12;3;12115.68
130348;2019-06-13;3;12169.05
130349;2019-06-14;3;12096.40
130350;2019-06-17;3;12085.82
130351;2019-06-18;3;12331.75
130352;2019-06-19;3;12308.53
130353;2019-06-20;3;12355.39
130354;2019-06-21;3;12339.92
130355;2019-06-24;3;12274.57
130356;2019-06-25;3;12228.44
130357;2019-06-26;3;12245.32
130358;2019-06-27;3;12271.03
130359;2019-06-28;3;12398.80
130360;2019-07-01;3;12521.38
130361;2019-07-02;3;12526.72
130362;2019-07-03;3;12616.24
130363;2019-07-04;3;12629.90
130364;2019-07-05;3;12568.53
130365;2019-07-08;3;12543.51
130366;2019-07-09;3;12436.55
130367;2019-07-10;3;12373.41
130368;2019-07-11;3;12332.12
130369;2019-07-12;3;12323.32
130370;2019-07-15;3;12387.34
130371;2019-07-16;3;12430.97
130372;2019-07-17;3;12341.03
130373;2019-07-18;3;12227.85
130374;2019-07-19;3;12260.07
130375;2019-07-22;3;12289.40
130376;2019-07-23;3;12490.74
130377;2019-07-24;3;12522.89
130378;2019-07-25;3;12362.10
130379;2019-07-26;3;12419.90
130380;2019-07-29;3;12417.47
130381;2019-07-30;3;12147.24
130382;2019-07-31;3;12189.04
130383;2019-08-01;3;12253.15
130384;2019-08-02;3;11872.44
130385;2019-08-05;3;11658.51
130386;2019-08-06;3;11567.96
130387;2019-08-07;3;11650.15
130388;2019-08-08;3;11845.41
130389;2019-08-09;3;11693.80
130390;2019-08-12;3;11679.68
130391;2019-08-13;3;11750.13
130392;2019-08-14;3;11492.66
130393;2019-08-15;3;11412.67
130394;2019-08-16;3;11562.74
130395;2019-08-19;3;11715.37
130396;2019-08-20;3;11651.18
130397;2019-08-21;3;11802.85
130398;2019-08-22;3;11747.04
130399;2019-08-23;3;11611.51
130400;2019-08-26;3;11658.04
130401;2019-08-27;3;11730.02
130402;2019-08-28;3;11701.02
130403;2019-08-29;3;11838.88
130404;2019-08-30;3;11939.28
130405;2019-09-02;3;11953.78
130406;2019-09-03;3;11910.86
130407;2019-09-04;3;12025.04
130408;2019-09-05;3;12126.78
130409;2019-09-06;3;12191.73
130410;2019-09-09;3;12226.10
130411;2019-09-10;3;12268.71
130412;2019-09-11;3;12359.07
130413;2019-09-12;3;12410.25
130414;2019-09-13;3;12468.53
130415;2019-09-16;3;12380.31
130416;2019-09-17;3;12372.61
130417;2019-09-18;3;12389.62
130418;2019-09-19;3;12457.70
130419;2019-09-20;3;12468.01
130420;2019-09-23;3;12342.33
130421;2019-09-24;3;12307.15
130422;2019-09-25;3;12234.18
130423;2019-09-26;3;12288.54
130424;2019-09-27;3;12380.94
130425;2019-09-30;3;12428.08
130426;2019-10-01;3;12263.83
130427;2019-10-02;3;11925.25
130428;2019-10-04;3;12012.81
130429;2019-10-07;3;12097.43
130430;2019-10-08;3;11970.20
130431;2019-10-09;3;12094.26
130432;2019-10-10;3;12164.20
130433;2019-10-11;3;12511.65
130434;2019-10-14;3;12486.56
130435;2019-10-15;3;12629.79
130436;2019-10-16;3;12670.11
130437;2019-10-17;3;12654.95
130438;2019-10-18;3;12633.60
130439;2019-10-21;3;12747.96
130440;2019-10-22;3;12754.69
130441;2019-10-23;3;12798.19
130442;2019-10-24;3;12872.10
130443;2019-10-25;3;12894.51
130444;2019-10-28;3;12941.71
130445;2019-10-29;3;12939.62
130446;2019-10-30;3;12910.23
130447;2019-10-31;3;12866.79
130448;2019-11-01;3;12961.05
130449;2019-11-04;3;13136.28
130450;2019-11-05;3;13148.50
130451;2019-11-06;3;13179.89
130452;2019-11-07;3;13289.46
130453;2019-11-08;3;13228.56
130454;2019-11-11;3;13198.37
130455;2019-11-12;3;13283.51
130456;2019-11-13;3;13230.07
130457;2019-11-14;3;13180.23
130458;2019-11-15;3;13241.75
130459;2019-11-18;3;13207.01
130460;2019-11-19;3;13221.12
130461;2019-11-20;3;13158.14
130462;2019-11-21;3;13137.70
130463;2019-11-22;3;13163.88
130464;2019-11-25;3;13246.45
130465;2019-11-26;3;13236.42
130466;2019-11-27;3;13287.07
130467;2019-11-28;3;13245.58
